"","999
035","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
049","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","999
050","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Independent Research Prob","Course Total","17","3.955","88.2","11.8",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"JOURN
512","Dept. Total","2166","3.187","22.4","25.8","29.3","12.1","5.4","1.6","0.7","0.8","",".","1.6","",".","0.1","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","290","2.907","11.0","21.7","32.4","17.6","11.0","4.8","1.0",".","",".","0.3","",".",".",".",".",".","."
"Sophomore","","599","3.127","16.2","26.2","35.9","13.2","6.0","1.0","1.2",".","",".","0.3","",".",".",".",".",".","."
"Junior","","532","3.176","22.6","25.0","30.6","13.2","5.3","1.5","0.6","0.4","",".","0.9","",".",".",".",".",".","."
"Senior","","560","3.268","25.4","29.3","26.3","9.8","3.2","1.1","0.4","0.5","",".","3.8","",".",".","0.4",".",".","."
"Undergraduates","","1981","3.149","19.7","26.1","31.2","12.9","5.8","1.7","0.8","0.3","",".","1.5","",".",".","0.1",".",".","."
"Special","","18","3.161","16.7","38.9","11.1","16.7","11.1",".",".","5.6","",".",".","",".",".",".",".",".","."
"Graduate","","167","3.716","55.1","20.4","7.8","3.0",".",".","0.6","6.6","",".","3.6","",".","1.8","1.2",".",".","."
"","Dept. Total","2166","3.187","22.4","25.8","29.3","12.1","5.4","1.6","0.7","0.8","",".","1.6","",".","0.1","0.2",".",".","."
