"Life Contingencies II","651
001","","19","3.444","42.1","26.3","10.5","5.3","10.5",".","",".","","5.3",".","",".",".","",".","",".","",".",".","."
"Loss Distrib&Crediblty Thry","652
001","","19","3.211","36.8","10.5","26.3","10.5","15.8",".","",".","",".",".","",".",".","",".","",".","",".",".","."
"Actuarial Studies-Mortality","653
001","","4","***","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"ACT SCI
242","Dept. Total","","42","3.354","40.5","19.0","19.0","7.1","11.9","",".","",".","2.4","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","",""
"242
ACT SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Junior","","","7","2.857","14.3","14.3","28.6","14.3","28.6","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","30","3.397","40.0","23.3","16.7","6.7","10.0","",".","",".","3.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","37","3.292","35.1","21.6","18.9","8.1","13.5","",".","",".","2.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","","5","3.800","80.0",".","20.0",".",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","42","3.354","40.5","19.0","19.0","7.1","11.9","",".","",".","2.4","",".",".","",".","",".","",".",".",".","."
