"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MILITARY SCIENCE","Section","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","102
001","4","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","102
002","19","3.658","63.2","5.3","31.6",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"","102
003","17","3.750","70.6","5.9","11.8","5.9","",".","",".","",".",".","",".","",".",".","",".","","5.9",".",".","."
"Basic Leadership","Course Total","40","3.718","67.5","7.5","20.0","2.5","",".","",".","",".","",".","",".",".","",".","",".","2.5",".",".","."
"Leadership Lab 1B","111
111","23","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"","202
001","18","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"","002
202","7","3.857","85.7",".","14.3",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Leadership and Teamwork","Course Total","25","3.960","96.0",".","4.0",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Leadership Lab 2B","211
211","17","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Leadership and Ethics","302
001","23","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Leadership Lab 3B","311
001","23","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Officership","402
001","16","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"Leadership Lab 4B","411
001","16","4.000","100.0",".",".",".","",".","",".","",".",".","",".","",".",".","",".","",".",".",".","."
"American Military History","491
001","3","***","","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"MIL SCI
644","Dept. Total","186","3.943","91.9","2.2","4.8","0.5","",".","",".","",".","",".","",".",".","",".","",".","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"644
MIL SCI","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","34","3.757","73.5","2.9","20.6","2.9","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","39","3.958","89.7","5.1","2.6",".","",".","",".","",".","",".","",".",".","",".","",".","2.6",".",".","."
"Junior","","41","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","65","3.965","96.9","1.5","1.5",".","",".","",".","",".","",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","179","3.941","91.6","2.2","5.0","0.6","",".","",".","",".","",".","",".",".","",".","",".","0.6",".",".","."
"Special","","3","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","4","***","","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","186","3.943","91.9","2.2","4.8","0.5","",".","",".","",".","",".","",".",".","",".","",".","0.5",".",".","."
