"","999
092","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
095","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
115","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"Doctoral Ind. Study","Course Total","27","4.000","70.4",".",".",".",".",".",".","11.1",".",".","",".","7.4","11.1",".",".","."
"CURRIC
272","Dept. Total","1715","3.941","73.5","3.5","1.1","0.3","0.3","0.1","0.1","5.2","0.1","12.0","",".","1.6","2.0",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","4.000","100.0",".",".",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","39","3.891","87.2","7.7","5.1",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Junior","","277","3.956","87.0","2.5","1.1","0.7","0.4",".",".",".",".","8.3","",".",".",".",".",".","."
"Senior","","725","3.941","78.2","2.9","1.1","0.3","0.1","0.3","0.1",".",".","16.4","",".",".","0.6",".",".","."
"Undergraduates","","1049","3.944","81.0","3.0","1.2","0.4","0.2","0.2","0.1",".",".","13.5","",".",".","0.4",".",".","."
"Special","","99","3.930","86.9","6.1","1.0","1.0",".",".",".",".",".","1.0","",".",".","4.0",".",".","."
"Graduate","","566","3.937","57.1","4.1","0.9","0.2","0.7",".",".","15.7","0.2","11.1","",".","4.8","4.6",".","0.7","."
"Prof Yr 4","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","1715","3.941","73.5","3.5","1.1","0.3","0.3","0.1","0.1","5.2","0.1","12.0","",".","1.6","2.0",".","0.2","."
