"LAW","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"528
LAW","","","","","","","","","","","","","","","","","","",""
"","854
019","13","",".",".",".",".",".",".",".","92.3",".",".",".",".",".",".",".","7.7"
"Clinical Program","Course Total","156","",".",".",".",".",".",".",".","94.2",".",".",".",".","0.6",".",".","5.1"
"Advanced Criminal Procedure","860
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Institutionalized Persons","862
001","18","",".",".",".",".",".",".",".","77.8",".",".",".",".",".",".",".","22.2"
"International Tax","870
001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Legal Iss: N Amer & E Asia","872
001","15","1.714",".",".","53.3",".",".",".",".","6.7",".",".",".",".",".",".",".","."
"Wisconsin Internl Law Journ","895
001","49","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Journal of Law, Gender & Soc.","896
001","29","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Law Review","899
001","74","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Constitutional Law Seminar","904
001","10","1.250","10.0",".","20.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"Bioethics and the Law","905
001","15","0.400",".",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Securities Regulation","914
001","14","1.786","28.6",".","21.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"Probs-Criminal Justice Adm","915
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","918
001","9","2.333","33.3","22.2",".",".",".","22.2",".",".",".",".",".",".",".",".",".","."
"","918
002","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"Problems: Intl Law Seminar","Course Total","17","2.333","17.6","11.8",".",".",".","11.8",".","47.1",".",".",".",".",".",".",".","."
"Problems- Land Law Seminar","928
001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Health Law & Admin Seminar","935
001","12","1.333","16.7",".","16.7",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","940
002","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","940
003","19","1.611","10.5",".","36.8",".",".",".",".",".",".",".",".",".",".",".","5.3","."
"","940
004","14","0.214",".",".","7.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
005","61","1.772","14.8",".","34.4",".","1.6",".",".","6.6",".",".",".",".",".",".",".","."
"","006
940","9","2.000","33.3",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
940","6","1.667","16.7",".","33.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","940
008","16","0.933","12.5",".","12.5",".",".",".",".","6.3",".",".",".",".",".",".",".","."
"","940
013","12","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","014
940","14","3.115","42.9","21.4","14.3",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"Law & Contemporary Problems","Course Total","156","1.658","16.0","1.9","23.7",".","0.6",".",".","10.9",".",".",".",".","0.6",".","0.6","."
"","950
001","44","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","950
002","25","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"","003
950","14","",".",".",".",".",".",".",".","85.7",".",".",".",".",".",".",".","14.3"
"","950
004","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","950
007","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Lawyering Skills Course","Course Total","92","",".",".",".",".",".",".",".","94.6",".",".",".",".",".",".",".","5.4"
"Problems:Bus Org-Seminar","953
001","9","0.667",".",".","22.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","990
007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
018","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
027","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
034","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","990
041","4","***","","","","","","","","","",".",".",".",".",".",".","."
