"L&S","","","","","","","","","","","","","","","","","","","","","",""
"AFRO-AMERICAN STUDIES","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","","",""
"AFROAMER
106","Dept. Total","989","3.613","54.5","22.2","14.0","2.6","2.3","0.3","0.5","2.2","",".",".","",".","",".","1.1",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"106
AFROAMER","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","68","3.295","30.9","26.5","27.9","5.9","5.9",".","1.5",".","",".",".","",".","",".","1.5",".",".","."
"Sophomore","","319","3.647","61.1","19.4","12.9","1.9","2.8","0.3","0.6",".","",".",".","",".","",".","0.9",".",".","."
"Junior","","230","3.688","60.9","22.6","10.9","3.5","1.7",".",".",".","",".",".","",".","",".","0.4",".",".","."
"Senior","","327","3.586","50.8","26.6","15.9","2.4","1.8","0.3","0.6","0.6","",".",".","",".","",".","0.9",".",".","."
"Undergraduates","","944","3.610","55.3","23.2","14.5","2.8","2.4","0.2","0.5","0.2","",".",".","",".","",".","0.8",".",".","."
"Special","","21","3.318","23.8",".","4.8",".",".","4.8",".","57.1","",".",".","",".","",".",".",".","9.5","."
"Graduate","","24","3.963","50.0","4.2",".",".",".",".",".","33.3","",".",".","",".","",".","12.5",".",".","."
"","Dept. Total","989","3.613","54.5","22.2","14.0","2.6","2.3","0.3","0.5","2.2","",".",".","",".","",".","1.1",".","0.2","."
