"","999
073","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
074","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"","999
076","1","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Study","Course Total","3","***","","","","","","","","","","","","","","","","","","",""
"CNSR SCI
271","Dept. Total","1759","3.517","56.9","21.8","11.1","5.3","2.7","0.8","0.6","0.4","",".",".","",".","",".","0.1",".","0.3","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"271
CNSR SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","86","3.736","83.7","5.8","5.8","4.7",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","342","3.540","64.0","18.7","10.2","3.8","2.3",".","0.9",".","",".",".","",".","",".",".",".",".","."
"Junior","","477","3.450","48.4","25.6","13.8","6.9","3.1","0.8","0.4","0.4","",".",".","",".","",".","0.2",".",".","0.2"
"Senior","","839","3.531","56.5","22.9","10.6","5.1","2.9","1.2","0.6","0.2","",".",".","",".","",".",".",".",".","."
"Undergraduates","","1744","3.515","57.1","22.0","11.2","5.3","2.7","0.8","0.6","0.2","",".",".","",".","",".","0.1",".",".","0.1"
"Special","","7","3.875","28.6","14.3",".",".",".",".",".",".","",".",".","",".","",".",".",".","57.1","."
"Graduate","","8","4.000","37.5",".",".",".",".",".",".","37.5","",".",".","",".","",".","12.5",".","12.5","."
"","Dept. Total","1759","3.517","56.9","21.8","11.1","5.3","2.7","0.8","0.6","0.4","",".",".","",".","",".","0.1",".","0.3","0.1"
