"Tech:Computer-Based Bus Sys","371
001","","38","4.000","100.0",".",".",".",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","424
001","","17","3.265","29.4","23.5","29.4","5.9","11.8","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Anal&Dsgn:Comptr-Based Sys","724
001","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"INFO SYS
234","Dept. Total","","57","3.746","75.4","7.0","12.3","1.8","3.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"234
INFO SYS","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","4","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","24","3.833","87.5",".","8.3",".","4.2","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","27","3.685","66.7","14.8","11.1","3.7","3.7","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","55","3.773","78.2","7.3","9.1","1.8","3.6","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","2","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","57","3.746","75.4","7.0","12.3","1.8","3.5","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
