"BUS","","","","","","","","","","","","","","","","","","","","","",""
"REAL ESTATE & URBAN LAND E Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","","",""
"REAL EST
Dept. Total
239","708","3.429","39.8","29.4","17.1","7.2","5.2","0.6","0.1","0.3","",".",".","",".","",".","",".","0.1",".","0.1"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"239
REAL EST","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","79","3.296","25.3","34.2","21.5","8.9","10.1",".",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","174","3.407","36.8","31.0","17.8","8.0","4.0","1.1","0.6",".","",".",".","",".","",".","",".","0.6",".","."
"Senior","350","3.396","37.7","28.6","19.1","8.0","5.7","0.6",".","0.3","",".",".","",".","",".","",".",".",".","."
"Undergraduates","603","3.386","35.8","30.0","19.1","8.1","5.8","0.7","0.2","0.2","",".",".","",".","",".","",".","0.2",".","."
"Special","9","3.026","11.1","22.2","22.2","11.1","11.1",".",".","11.1","",".",".","",".","",".","",".",".",".","11.1"
"Graduate","95","3.755","67.4","26.3","4.2","1.1","1.1",".",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Dept. Total","708","3.429","39.8","29.4","17.1","7.2","5.2","0.6","0.1","0.3","",".",".","",".","",".","",".","0.1",".","0.1"
