"INTERDIS COURSES (SOHE)","Section","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","",""
"Ecology of Human Happiness","201
001","87","3.511","29.9","55.2","6.9","5.7","1.1","1.1",".",".","",".","",".",".","",".","",".","",".",".","."
"SoHE Career & Leadership Dev","202
001","141","3.255","50.4","17.7","12.8","2.1","7.1","4.3","5.7",".","",".","",".",".","",".","",".","",".",".","."
"","650
001","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","650
002","4","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Parent Educ & Support Programs","Course Total","5","***","","","","","","","","","","","","","","","","","","","","",""
"Research Methods","793
001","11","3.864","72.7","27.3",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"","801
001","7","3.714","85.7",".",".",".","14.3",".",".",".","",".","",".",".","",".","",".","",".",".","."
"","801
002","10","4.000","100.0",".",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"","801
003","14","4.000","100.0",".",".",".",".",".",".",".","",".","",".",".","",".","",".","",".",".","."
"Human Ecology Special Topics","Course Total","31","3.935","96.8",".",".",".","3.2",".",".","",".","",".",".","",".","",".","",".",".",".","."
"INTER-HE
498","Dept. Total","275","3.491","50.5","27.6","8.7","2.9","4.7","2.5","2.9","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"498
INTER-HE","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.294","5.9","64.7","11.8","17.6",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","86","3.509","34.9","45.3","9.3","3.5","4.7","1.2","1.2","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","54","3.485","59.3","14.8","11.1",".","3.7","7.4","3.7","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","76","3.244","50.0","19.7","10.5","2.6","7.9","2.6","6.6","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","233","3.428","43.3","31.3","10.3","3.4","5.2","3.0","3.4","",".","",".",".","",".","",".","",".",".",".","."
"Special","","3","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","39","3.893","89.7","7.7",".",".","2.6",".",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","275","3.491","50.5","27.6","8.7","2.9","4.7","2.5","2.9","",".","",".",".","",".","",".","",".",".",".","."
