"","990
034","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
035","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"","990
036","2","***","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","52","",".",".",".",".",".",".",".","53.8","1.9",".","",".","42.3","1.9",".",".","."
"GEOSCI
420","Dept. Total","1510","3.250","32.3","21.4","20.8","9.1","8.2","1.7","0.9","3.5","0.1",".","",".","1.5","0.5","0.2",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"420
GEOSCI","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","163","3.054","21.5","24.5","22.7","8.6","15.3","4.9","1.2","0.6",".",".","",".",".",".","0.6",".","."
"Sophomore","","380","3.302","32.4","25.3","21.3","12.1","7.1","0.5","0.8",".",".",".","",".",".","0.3","0.3",".","."
"Junior","","354","3.205","29.9","24.9","23.7","8.2","10.5","1.4","1.1","0.3",".",".","",".",".",".",".",".","."
"Senior","","461","3.210","34.1","20.6","23.4","10.2","7.4","2.2","0.9","0.4",".",".","",".",".","0.9",".",".","."
"Undergraduates","","1358","3.217","31.0","23.5","22.8","10.0","9.1","1.8","1.0","0.3",".",".","",".",".","0.4","0.1",".","."
"Special","","22","3.588","22.7",".","9.1",".",".",".",".","68.2",".",".","",".",".",".",".",".","."
"Graduate","","130","3.854","46.9","3.1","1.5","1.5","0.8",".",".","26.2","0.8",".","",".","16.9","1.5","0.8",".","."
"","Dept. Total","1510","3.250","32.3","21.4","20.8","9.1","8.2","1.7","0.9","3.5","0.1",".","",".","1.5","0.5","0.2",".","."
