"SPANISH (SPANISH AND PORTU Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"","102
001","23","3.283","30.4","13.0","43.5","8.7","4.3",".",".",".",".",".",".",".",".",".",".","."
"","102
002","23","3.152","30.4","8.7","43.5","4.3","8.7","4.3",".",".",".",".",".",".",".",".",".","."
"","102
003","22","2.932","22.7","13.6","31.8","18.2","4.5","4.5","4.5",".",".",".",".",".",".",".",".","."
"","102
005","24","3.188","16.7","25.0","45.8","4.2","8.3",".",".",".",".",".",".",".",".",".",".","."
"","102
006","20","3.200","35.0","5.0","40.0","15.0",".","5.0",".",".",".",".",".",".",".",".",".","."
"","007
102","7","3.071","14.3","42.9","14.3",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"","102
008","21","3.225","19.0","38.1","19.0","4.8","14.3",".",".","4.8",".",".",".",".",".",".",".","."
"","009
102","17","3.029","11.8","23.5","35.3","17.6","11.8",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Spanish","Course Total","157","3.144","23.6","19.1","36.3","9.6","8.3","1.9","0.6","0.6",".",".",".",".",".",".",".","."
"","203
002","15","3.500","33.3","40.0","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","203
003","21","3.929","90.5","4.8","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","004
203","17","3.529","52.9","5.9","35.3","5.9",".",".",".",".",".",".",".",".",".",".",".","."
"","203
005","20","3.200","15.0","40.0","25.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","006
203","24","3.792","79.2","8.3","8.3",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","203
007","20","3.550","45.0","30.0","15.0","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"","008
203","13","3.385","23.1","30.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","203
009","20","3.275","40.0","25.0","10.0","10.0","10.0","5.0",".",".",".",".",".",".",".",".",".","."
"","203
011","20","3.400","55.0","15.0","10.0","15.0",".",".","5.0",".",".",".",".",".",".",".",".","."
"Third Semester Spanish","Course Total","170","3.521","50.6","21.2","17.6","6.5","2.9","0.6","0.6",".",".",".",".",".",".",".",".","."
"","204
001","23","3.304","30.4","34.8","21.7","8.7",".",".","4.3",".",".",".",".",".",".",".",".","."
"","204
002","22","3.455","36.4","31.8","22.7","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","003
204","24","3.563","62.5","12.5","8.3","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","204
005","23","3.609","69.6","8.7","17.4",".",".",".","4.3",".",".",".",".",".",".",".",".","."
"","204
006","24","3.696","62.5","16.7","12.5",".","4.2",".",".","4.2",".",".",".",".",".",".",".","."
"","204
008","23","3.348","26.1","30.4","34.8","4.3","4.3",".",".",".",".",".",".",".",".",".",".","."
"","204
009","24","3.667","58.3","25.0","12.5",".","4.2",".",".",".",".",".",".",".",".",".",".","."
"","204
010","20","3.275","50.0","10.0","20.0","5.0","10.0",".","5.0",".",".",".",".",".",".",".",".","."
"","204
011","21","3.619","52.4","23.8","19.0","4.8",".",".",".",".",".",".",".",".",".",".",".","."
"Fourth Semester Spanish","Course Total","204","3.507","50.0","21.6","18.6","3.9","3.9",".","1.5","0.5",".",".",".",".",".",".",".","."
"","223
001","100","3.722","67.0","14.0","10.0","4.0","2.0",".",".","2.0",".",".",".",".",".","1.0",".","."
"","223
002","7","3.643","57.1","28.6",".","14.3",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Hispanic Cultures","Course Total","107","3.716","66.4","15.0","9.3","4.7","1.9",".",".","1.9",".",".",".",".",".","0.9",".","."
"Intro-Hispanic Literatures","224
001","94","3.771","72.3","14.9","10.6","1.1",".","1.1",".",".",".",".",".",".",".",".",".","."
"","226
001","18","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
002","18","3.722","61.1","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
003","19","3.684","52.6","31.6","15.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
004","20","3.600","60.0","20.0","15.0",".",".","5.0",".",".",".",".",".",".",".",".",".","."
"","226
005","20","3.700","45.0","50.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
006","18","3.722","55.6","33.3","11.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
008","20","3.800","70.0","25.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
009","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
010","19","3.605","52.6","15.8","31.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
012","20","3.700","60.0","25.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"","226
013","21","3.786","61.9","33.3","4.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","226
014","18","3.722","61.1","22.2","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","Page 325 of 426",""
