"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"SCANDINAVIAN STUDIES","Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","Grades","GPA","","","","","","","","","","","","","","","",""
"872
SCAND ST","","","","","","","","","","","","","","","","","","","",""
"","102","001","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","102","002","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Norwegian","","Course Total","15","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Swedish","112","001","10","3.650","50.0","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".",".","."
"Second Semester Danish","122","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Semester Finnish","132","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Norwegian","202","001","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Second Year Swedish","212","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Second Year Danish","222","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Scand Lit-the 20th Century","374","001","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Contemporary Scand Langs","401","001","18","3.833","83.3","5.6","5.6","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"Languages of Northern Europe","404","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Areas in Scandinavian Lit","411","001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"The Woman in Scand Lit","420","001","6","4.000","83.3",".",".",".",".",".",".","16.7",".",".",".",".",".",".",".","."
"Advanced Topics-Nordic Studies","421","001","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Drama of August Strindberg","423","001","5","***","","","","","","","","","",".",".",".",".",".",".","."
"The Vikings","430","001","20","3.654","30.0","30.0",".","5.0",".",".",".","30.0",".",".",".",".","5.0",".",".","."
"History-Scand Since 1815","432","001","19","3.778","63.2","21.1","10.5",".",".",".",".","5.3",".",".",".",".",".",".",".","."
"Topics-Scandinavian Literature","436","001","11","3.909","90.9",".","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","443","001","13","3.792","61.5","23.1","7.7",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"","443","002","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Sami Culture,Yesterday & Today","","Course Total","17","3.833","64.7","17.6","5.9",".",".",".",".",".",".",".",".",".","11.8",".",".","."
"Writing-HC Andersen for Majors","475","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","006","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699","019","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","","Course Total","4","***","","","","","","","","","","","","","","","",""
"","799","006","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","799","007","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","","Course Total","6","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"","990","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"Research and Thesis","","Course Total","4","***","","","","","","","","","","","","","","","",""
