"CURRICULUM AND INSTRUCTIO Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","","",""
"630","012","","9","3.889","77.8","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"630","013","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Prof Dev School & Community","Course Total","","52","3.882","84.6","5.8","1.9","1.9",".",".",".",".",".",".",".",".","5.8",".",".","."
"638
Tchg: Geometry & Measurement","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"674","001","","14","3.654","57.1","14.3","14.3","7.1",".",".",".",".",".",".",".",".","7.1",".",".","."
"674","002","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"674","003","","14","4.000","92.9",".",".",".",".",".",".",".",".",".",".",".","7.1",".",".","."
"674","004","","20","3.816","70.0","15.0","10.0",".",".",".",".",".",".",".",".",".","5.0",".",".","."
"Adv Methods in Teaching ESL","Course Total","","61","3.862","78.7","8.2","6.6","1.6",".",".",".",".",".",".",".",".","4.9",".",".","."
"675","001","","8","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"675","004","","59","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"General Seminar","Course Total","","67","3.979","97.0","3.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"676
Bilingualism&Biliteracy-Schls","001","","9","4.000","77.8",".",".",".",".",".",".",".",".",".",".",".","22.2",".",".","."
"699
Independent Reading","002","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"713","001","","34","3.838","85.3","8.8",".",".","5.9",".",".",".",".",".",".",".",".",".",".","."
"713","002","","27","3.852","92.6",".",".",".","7.4",".",".",".",".",".",".",".",".",".",".","."
"Tech Integration Teach & Learn","Course Total","","61","3.844","88.5","4.9",".",".","6.6",".",".",".",".",".",".",".",".",".",".","."
"719
Intro to Qualitative Research","001","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"720
School Practicum in CS&D","001","","12","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"723
Life History:Theories & Methds","001","","13","4.000","92.3",".",".",".",".",".",".",".",".",".",".",".","7.7",".",".","."
"727
Internationalizing Ed Knowldg","002","","9","4.000","55.6",".",".",".",".",".",".",".",".",".",".",".","44.4",".",".","."
"790","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"790","013","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","052","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","057","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","075","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"790","088","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"790","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Project or Thesis","Course Total","","12","4.000","41.7",".",".",".",".",".",".","33.3",".",".",".",".","25.0",".",".","."
"799","001","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","016","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","023","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","072","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","075","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","080","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","092","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Ind. Study","Course Total","","8","3.955","62.5","12.5",".",".",".",".",".","12.5",".",".",".",".",".",".","12.5","."
"829
Prosmr-Amer Curric Theory","001","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"916
Spec Topics:Rsch&Eval-C&I","001","","14","4.000","42.9",".",".",".",".",".",".",".",".",".",".",".","57.1",".",".","."
"964
World Language Education","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","001","","12","3.708","41.7","58.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"975","002","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","","","Page 87 of 426"
