"MED","","","","","","","","","","","","","","","","","","","","","",""
"MEDICAL MICROBIOL & IMMUNO Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","","",""
"M M & I
Dept. Total
620","225","3.546","56.9","3.1","12.0","4.9","5.8","1.3","",".","1.3","",".",".","",".","13.3","",".",".","0.9","0.4"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"620
M M & I","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","10","3.611","70.0",".","10.0","20.0",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","34","3.267","55.9",".","8.8","11.8","11.8","5.9","",".",".","",".",".","",".",".","",".",".","2.9","2.9"
"Senior","111","3.562","66.7","1.8","18.0","3.6","8.1","0.9","",".",".","",".",".","",".",".","",".",".","0.9","."
"Undergraduates","155","3.503","64.5","1.3","15.5","6.5","8.4","1.9","",".",".","",".",".","",".",".","",".",".","1.3","0.6"
"Special","6","4.000","100.0",".",".",".",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Graduate","60","3.674","33.3","8.3","3.3","1.7",".",".","",".","5.0","",".",".","",".","48.3","",".",".",".","."
"Prof Yr 3","1","***","","","","","","","","","","","",".","",".","100.0","",".",".",".","."
"Prof Yr 4","3","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","4","***","","","","","","","","","","","",".","",".","25.0","",".",".",".","."
"Dept. Total","225","3.546","56.9","3.1","12.0","4.9","5.8","1.3","",".","1.3","",".",".","",".","13.3","",".",".","0.9","0.4"
