"","","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","",""
"COUNSELING PSYCHOLOGY","Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","","","Grades","GPA","","","","","","","","","","","","","","","",""
"270
COUN PSY","","","","","","","","","","","","","","","","","","","","",""
"Psych of Individual Difference","736","001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Abnormal Behavior & Psychopath","740","001","","30","3.897","80.0","13.3","3.3",".",".",".",".","3.3",".",".",".",".",".",".",".","."
"Mental Health Diag & Treatment","745","001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Grp Dynmcs Procssing & Coun.","802","001","","13","3.962","92.3","7.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Suprvsd Pract-Counseling I","806","001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Suprvsd Prac-Coun III: Adv","808","002","","12","4.000","66.7",".",".",".",".",".",".",".",".",".",".",".","33.3",".",".","."
"","810","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","810","002","","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Dev & Clinical Prac","","Course Total","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Lifestyle & Career Development","865","001","","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Cnsl Psy Practicum-Foundation","900","003","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Couns Psych Practicum","901","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Practicum: Supervision","902","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Cnsl Psy Practicum-Advanced","903","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Counseling Psych Externship","904","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Topicl Rsch-Counselng Psych","954","001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch-Voc Psych & Career Dev","956","001","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Rsch Methods in Cnsl Psych II","960","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","005","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","028","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","029","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","030","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","033","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","990","038","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","","Course Total","","18","",".",".",".",".",".",".",".","50.0",".",".",".","50.0",".",".",".","."
"Independent Reading","999","038","","1","***","","","","","","","","","",".",".",".",".",".",".","."
