"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","","","","","",""
"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDIE Section","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"102
001","","11","3.909","81.8","18.2",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"102
002","","22","3.750","50.0","50.0",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"Course Total
Foundations of US Air Force II","","33","3.803","60.6","39.4",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"202
001
Evolution of US Air & Space II","","14","3.929","85.7","14.3",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"302
001
Leadership Studies II","","12","3.917","83.3","16.7",".",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"402
001
Preparation for Active Duty","","19","3.868","78.9","15.8","5.3",".","","",".","",".","",".",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
Dept. Total
102","","78","3.871","73.1","25.6","1.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","8","3.750","50.0","50.0",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","17","3.824","64.7","35.3",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","21","3.919","85.7","14.3",".","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","29","3.883","79.3","17.2","3.4","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","75","3.876","74.7","24.0","1.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Special","","3","***","","","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Dept. Total","","78","3.871","73.1","25.6","1.3","",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
