"The Vikings","430
001","","10","3.550","60.0","10.0","20.0",".","10.0",".",".",".","",".","",".",".","",".","",".","",".",".","."
"Mediaeval Latin","563
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Intro to Middle High German","651
001","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Old Germanic Languages","755
001","","2","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"MEDIEVAL
633","Dept. Total","","32","3.349","53.1","15.6","9.4","6.3","9.4","3.1","3.1","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"633
MEDIEVAL","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","2","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","16","3.455","62.5","12.5","6.3",".","12.5","6.3",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","10","3.364","30.0","30.0","20.0","20.0",".",".",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","28","3.266","46.4","17.9","10.7","7.1","10.7","3.6","3.6","",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","","4","***","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"","Dept. Total","","32","3.349","53.1","15.6","9.4","6.3","9.4","3.1","3.1","",".","",".",".","",".","",".","",".",".",".","."
