"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","",""
"BUS","College Total","12710","3.392","38.8","26.5","20.7","7.0","5.0","0.8","0.3","0.5","0.0","0.1","",".","0.1","0.1","0.0","0.1","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"BUS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","29","2.714","27.6","13.8","20.7","6.9","17.2","13.8",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","1254","3.140","27.4","23.0","25.8","11.2","10.3","1.8","0.3",".",".",".","",".",".","0.1",".",".","."
"Junior","","3499","3.273","30.8","28.4","23.1","9.3","6.7","1.0","0.6","0.1",".","0.1","",".",".","0.1","0.0","0.0","."
"Senior","","4752","3.382","36.9","25.3","22.7","8.1","5.1","0.9","0.3","0.5","0.0","0.1","",".",".","0.1","0.0",".","."
"Undergraduates","","9534","3.310","33.4","26.1","23.3","9.0","6.4","1.1","0.4","0.3","0.0","0.1","",".",".","0.1","0.0","0.0","."
"Special","","242","3.331","32.6","23.6","24.4","8.7","3.3","0.4","1.2","2.5",".",".","",".",".",".","0.8","1.7","0.8"
"Graduate","","2907","3.713","56.9","28.1","12.1","0.7","0.4",".",".","1.0",".","0.0","",".","0.4","0.1",".","0.3","."
"Prof Yr 2","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","23","3.683","56.5","21.7","21.7",".",".",".",".",".",".",".","",".",".",".",".",".","."
"Prof Yr 4","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","27","3.693","59.3","18.5","22.2",".",".",".",".",".",".",".","",".",".",".",".",".","."
"","College Total","12710","3.392","38.8","26.5","20.7","7.0","5.0","0.8","0.3","0.5","0.0","0.1","",".","0.1","0.1","0.0","0.1","0.0"
