"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","",""
"ALS","College Total","10669","3.309","41.6","15.4","16.2","6.9","7.0","2.0","0.8","5.2","0.0","1.8","",".","2.3","0.4","0.1","0.3","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"ALS","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","333","3.156","34.2","17.7","19.5","13.5","9.3","2.1","0.9",".",".","2.7","",".",".",".",".",".","."
"Sophomore","","1128","3.303","45.1","17.1","15.9","9.0","7.2","2.5","0.7","0.1",".","2.0","",".",".","0.3",".","0.1","."
"Junior","","2104","3.205","39.1","15.8","19.7","8.6","10.1","2.8","0.9",".",".","2.5","",".",".","0.4","0.0","0.1","."
"Senior","","4591","3.294","42.8","17.1","19.1","7.6","8.1","2.2","0.8","0.2",".","1.6","",".","0.0","0.3","0.0","0.1","0.0"
"Undergraduates","","8156","3.267","41.8","16.8","18.8","8.3","8.6","2.4","0.8","0.1",".","1.9","",".","0.0","0.3","0.0","0.1","0.0"
"Special","","583","3.278","37.7","18.2","15.4","8.4","6.9","3.3","3.1","4.3",".",".","",".",".","1.0","0.5","1.2","."
"Graduate","","1919","3.717","41.7","8.6","5.6","0.8","0.6","0.2","0.1","26.8","0.1","1.6","",".","12.7","0.5","0.1","0.7","."
"Prof Yr 1","","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","9","3.885","33.3","11.1",".",".",".",".",".","11.1",".","22.2","",".","11.1",".",".","11.1","."
"Professionals","","14","3.652","42.9","7.1","7.1","7.1",".",".",".","7.1",".","14.3","",".","7.1",".",".","7.1","."
"","College Total","10672","3.309","41.6","15.4","16.2","6.9","7.0","2.0","0.8","5.2","0.0","1.8","",".","2.3","0.4","0.1","0.3","0.0"
