"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"","996
041","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research-Plant Physiology","Course Total","9","",".",".",".",".",".",".",".","55.6","",".",".","",".","11.1",".",".","33.3","."
"BOTANY
208","Dept. Total","675","3.161","37.5","11.1","21.9","5.9","10.5","2.5","0.4","7.6","",".",".","",".","0.6","0.4","0.3","1.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"208
BOTANY","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","30","2.544","23.3","13.3","13.3","10.0","23.3","13.3","3.3",".","",".",".","",".",".",".",".",".","."
"Sophomore","","132","3.044","28.8","13.6","30.3","8.3","16.7","1.5","0.8",".","",".",".","",".",".",".",".",".","."
"Junior","","165","3.148","39.4","13.9","26.1","5.5","11.5","3.6",".",".","",".",".","",".",".",".",".",".","."
"Senior","","215","3.213","40.0","12.1","25.1","7.0","10.7","2.3","0.5",".","",".",".","",".","0.5","1.4","0.5",".","."
"Undergraduates","","542","3.113","36.2","13.1","26.0","7.0","13.1","3.1","0.6",".","",".",".","",".","0.2","0.6","0.2",".","."
"Special","","18","3.396","11.1","16.7","11.1","5.6",".",".",".","55.6","",".",".","",".",".",".",".",".","."
"Graduate","","115","3.816","47.8","0.9","4.3","0.9",".",".",".","35.7","",".",".","",".","2.6",".","0.9","7.0","."
"","Dept. Total","675","3.161","37.5","11.1","21.9","5.9","10.5","2.5","0.4","7.6","",".",".","",".","0.6","0.4","0.3","1.2","."
