"MATHEMATICS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"600
MATH","","","","","","","","","","","","","","","","","","",""
"","303
001","6","2.333","16.7",".","16.7","33.3","16.7",".","16.7",".",".",".",".",".",".",".",".","."
"","303
002","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Theory-Interst & Life Insur","Course Total","7","2.357","14.3",".","14.3","42.9","14.3",".","14.3",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat I","309
001","20","3.525","55.0","15.0","15.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".","."
"Intro to Prob & Math Stat II","310
001","15","3.533","66.7",".","26.7",".",".","6.7",".",".",".",".",".",".",".",".",".","."
"Tech-Ordinary Diff Equation","319
002","104","3.043","32.7","13.5","27.9","6.7","10.6","4.8","3.8",".",".",".",".",".",".",".",".","."
"","320
001","138","2.854","26.1","10.9","26.8","10.9","13.8","5.8","5.1",".",".",".",".",".","0.7",".",".","."
"","320
002","106","2.905","20.8","14.2","25.5","14.2","19.8","3.8","0.9",".",".",".",".",".","0.9",".",".","."
"","320
004","146","3.207","27.4","24.7","24.0","12.3","8.9","2.1",".","0.7",".",".",".",".",".",".",".","."
"","320
005","108","3.329","32.4","34.3","14.8","7.4","10.2",".","0.9",".",".",".",".",".",".",".",".","."
"Linear Alg & Diff Equations","Course Total","498","3.072","26.7","20.7","23.1","11.2","12.9","3.0","1.8","0.2",".",".",".",".","0.4",".",".","."
"Appl Mathematical Analysis","001
321","60","2.317","11.7","5.0","13.3","25.0","23.3","18.3","3.3",".",".",".",".",".",".",".",".","."
"Appl Mathematical Analysis","322
001","35","3.014","25.7","14.3","34.3","5.7","14.3","2.9","2.9",".",".",".",".",".",".",".",".","."
"","340
001","201","2.963","23.4","10.0","26.4","19.4","18.9","1.0","0.5","0.5",".",".",".",".",".",".",".","."
"","340
002","89","2.669","12.4","7.9","27.0","27.0","20.2","1.1","4.5",".",".",".",".",".",".",".",".","."
"","003
340","93","2.489","19.4","6.5","26.9","5.4","21.5","11.8","8.6",".",".",".",".",".",".",".",".","."
"Elem Matrix&Linear Algebra","Course Total","383","2.779","19.8","8.6","26.6","17.8","19.8","3.7","3.4","0.3",".",".",".",".",".",".",".","."
"","341
001","53","3.422","47.2","15.1","20.8","1.9","9.4","1.9",".",".",".",".",".",".",".","1.9","1.9","."
"","341
002","49","3.071","34.7","18.4","18.4","4.1","16.3","6.1","2.0",".",".",".",".",".",".",".",".","."
"Linear Algebra","Course Total","102","3.250","41.2","16.7","19.6","2.9","12.7","3.9","1.0",".",".",".",".",".",".","1.0","1.0","."
"Topics-Multi-Var Calc&Diff Eq","376
001","36","3.000","30.6","16.7","19.4","11.1","13.9","5.6","2.8",".",".",".",".",".",".",".",".","."
"","421
001","46","3.707","50.0","41.3","8.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
421","46","3.728","56.5","32.6","10.9",".",".",".",".",".",".",".",".",".",".",".",".","."
"","421
003","37","3.027","16.2","18.9","29.7","29.7","2.7","2.7",".",".",".",".",".",".",".",".",".","."
"Theory of Single Variable Calc","Course Total","129","3.519","42.6","31.8","15.5","8.5","0.8","0.8",".",".",".",".",".",".",".",".",".","."
"","001
431","35","3.086","28.6","14.3","22.9","20.0","11.4","2.9",".",".",".",".",".",".",".",".",".","."
"","431
002","35","3.029","31.4","14.3","20.0","8.6","20.0","5.7",".",".",".",".",".",".",".",".",".","."
"","431
003","43","3.107","23.3","16.3","39.5","4.7","9.3","4.7",".","2.3",".",".",".",".",".",".",".","."
"Intro-Theory of Probability","Course Total","113","3.076","27.4","15.0","28.3","10.6","13.3","4.4",".","0.9",".",".",".",".",".",".",".","."
"","435
002","19","3.211","52.6",".","21.1","10.5","10.5",".","5.3",".",".",".",".",".",".",".",".","."
"","435
003","20","3.675","65.0","10.0","20.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Introduction to Cryptography","Course Total","39","3.449","59.0","5.1","20.5","7.7","5.1",".","2.6",".",".",".",".",".",".",".",".","."
"College Geometry I","001
461","35","3.426","42.9","17.1","22.9","8.6","5.7",".",".",".",".",".",".",".",".",".",".","2.9"
"Mathematics for Teachers","471
001","10","3.300","30.0","20.0","40.0",".","10.0",".",".",".",".",".",".",".",".",".",".","."
"History of Mathematics","473
001","35","3.500","54.3",".","37.1",".","5.7",".",".","2.9",".",".",".",".",".",".",".","."
"","475
001","24","3.063","29.2","12.5","37.5",".","16.7",".","4.2",".",".",".",".",".",".",".",".","."
"","475
002","24","2.913","16.7","8.3","45.8","8.3","12.5",".","4.2",".",".",".",".",".",".",".",".","4.2"
"Intro-Combinatorics","Course Total","48","2.989","22.9","10.4","41.7","4.2","14.6",".","4.2",".",".",".",".",".",".",".",".","2.1"
"Undergraduate Seminar","490
001","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Numerical Linear Algebra","513
001","28","3.268","35.7","21.4","10.7","25.0","7.1",".",".",".",".",".",".",".",".",".",".","."
"Ordinary Differentl Equations","001
519","21","3.000","28.6","28.6","14.3","9.5","4.8","9.5","4.8",".",".",".",".",".",".",".",".","."
"","521
001","33","2.667","24.2","12.1","15.2","12.1","24.2","3.0","9.1",".",".",".",".",".",".",".",".","."
"","521
002","34","3.221","35.3","17.6","23.5","2.9","20.6",".",".",".",".",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","Page 273 of 426",""
