"","990
097","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
098","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
103","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","35","",".",".",".",".",".",".",".","88.6","",".",".","",".","11.4",".",".",".","."
"A A E
108","Dept. Total","645","3.352","42.0","19.5","12.9","8.2","7.1","1.7","0.9","5.4","",".",".","",".","0.6","0.8",".","0.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"108
A A E","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.036","35.7",".","28.6","21.4","7.1","7.1",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","53","3.185","34.0","20.8","18.9","9.4","13.2","1.9","1.9",".","",".",".","",".",".",".",".",".","."
"Junior","","121","3.124","33.1","22.3","11.6","14.0","12.4","4.1","0.8",".","",".",".","",".",".","1.7",".",".","."
"Senior","","252","3.413","50.0","17.5","12.3","7.1","7.1","0.8","1.6","1.6","",".",".","",".",".","0.8",".","1.2","."
"Undergraduates","","440","3.291","43.0","18.6","13.4","9.8","9.3","2.0","1.4","0.9","",".",".","",".",".","0.9",".","0.7","."
"Special","","14","3.750","71.4",".","7.1",".","7.1",".",".",".","",".",".","",".",".",".",".","14.3","."
"Graduate","","191","3.506","37.7","23.0","12.0","5.2","2.1","1.0",".","16.2","",".",".","",".","2.1","0.5",".",".","."
"","Dept. Total","645","3.352","42.0","19.5","12.9","8.2","7.1","1.7","0.9","5.4","",".",".","",".","0.6","0.8",".","0.8","."
