"Independent Study","Course Total","2","***","","","","","","","","","","","","","","","","","","","",""
"Professional Presentations","702
001","13","3.923","84.6","15.4",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Marketing for Non-Marketers","782
001","23","4.000","100.0",".",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"Project Management Essentials","784
001","27","3.815","63.0","37.0",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".","."
"E P D
348","Dept. Total","620","3.517","42.3","36.0","16.3","2.9","1.1","0.3","0.3","",".","",".",".","",".","",".","0.8",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"348
E P D","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Junior","","23","3.305","26.1","39.1","21.7","4.3","4.3","4.3",".","",".","",".",".","",".","",".",".",".",".","."
"Senior","","349","3.416","26.6","44.1","22.3","4.3","1.4","0.3","0.6","",".","",".",".","",".","",".","0.3",".",".","."
"Undergraduates","","373","3.410","26.5","44.0","22.3","4.3","1.6","0.5","0.5","",".","",".",".","",".","",".","0.3",".",".","."
"Special","","6","4.000","100.0",".",".",".",".",".",".","",".","",".",".","",".","",".",".",".",".","."
"Graduate","","240","3.718","65.0","24.6","7.5","0.8","0.4",".",".","",".","",".",".","",".","",".","1.7",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","620","3.517","42.3","36.0","16.3","2.9","1.1","0.3","0.3","",".","",".",".","",".","",".","0.8",".",".","."
