"COMPUTER SCIENCES","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"266
COMP SCI","","","","","","","","","","","","","","","","","","","",""
"799","008","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","011","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","018","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"799","019","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","020","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","021","","11","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","028","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","029","","9","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","033","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","034","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","035","","13","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","082","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","085","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","090","","8","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"799","095","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","101","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","109","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","112","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","120","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","123","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","124","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","127","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"799","128","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"799","129","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","133","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","134","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"799","135","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","137","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"799","138","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Master's Research","Course Total","","124","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"838
Topics in Computing","005","","9","3.944","88.9","11.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","001","","88","3.759","61.4","27.3","10.2",".",".",".",".","1.1",".",".",".",".",".",".",".","."
"839","002","","24","3.958","91.7","8.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"839","004","","20","3.900","85.0","10.0","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Core Topics in Computing","Course Total","","132","3.817","70.5","21.2","7.6",".",".",".",".","0.8",".",".",".",".",".",".",".","."
"861
Theory of Machine Learning","001","","26","3.640","38.5","46.2","11.5",".",".",".",".","3.8",".",".",".",".",".",".",".","."
"880
Topics in Theortcl Comp Sci","001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"899","003","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","004","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","008","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"899","012","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","019","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","021","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"899","023","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","","Page 207 of 426",""
