"L&S","","","","","","","","","","","","","","","","","","","","",""
"JOURN AND MASS COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","","",""
"JOURN
Dept. Total
512","1190","3.641","47.1","28.4","12.3","1.5","0.9","0.2","",".","2.6","",".","6.1","",".","0.5","0.4",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"512
JOURN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","97","3.585","43.3","36.1","16.5","2.1","1.0",".","",".",".","",".",".","",".",".","1.0",".",".","."
"Sophomore","254","3.716","57.9","30.7","10.2","0.4","0.4",".","",".",".","",".",".","",".",".","0.4",".",".","."
"Junior","275","3.568","37.5","38.2","16.0","2.5","0.7",".","",".",".","",".","4.7","",".",".","0.4",".",".","."
"Senior","455","3.621","46.8","24.8","13.2","1.5","1.5","0.4","",".","0.4","",".","11.0","",".",".","0.2",".",".","."
"Undergraduates","1081","3.627","46.7","30.6","13.5","1.6","1.0","0.2","",".","0.2","",".","5.8","",".",".","0.4",".",".","."
"Special","2","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","106","3.941","50.9","6.6",".",".",".",".","",".","27.4","",".","8.5","",".","5.7","0.9",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1190","3.641","47.1","28.4","12.3","1.5","0.9","0.2","",".","2.6","",".","6.1","",".","0.5","0.4",".",".","."
