"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","",""
"","110
001","267","",".",".",".",".",".",".",".",".",".","99.6",".",".",".",".",".","."
"","110
002","252","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Introduction to Engineering","Course Total","519","",".",".",".",".",".",".",".",".",".","99.8",".",".",".",".",".","."
"","170
001","22","3.909","86.4","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
002","24","3.896","79.2","20.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
003","25","3.580","52.0","24.0","16.0","4.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","170
004","22","3.795","68.2","22.7","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
006","25","3.840","76.0","16.0","8.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","007
170","19","3.684","52.6","36.8","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","170
008","23","3.804","73.9","13.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","009
170","24","3.833","70.8","25.0","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
010","23","3.935","87.0","13.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Design Practicum","Course Total","207","3.809","72.0","19.8","6.8","1.0","0.5",".",".",".",".",".",".",".",".",".",".","."
"Current Issues in Intl Engr","413
002","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","601
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","003
601","9","3.450","44.4","22.2","22.2",".","11.1",".",".",".",".",".",".",".",".",".",".","."
"Topics-Interdis Engineering","Course Total","11","3.656","54.5","18.2","18.2",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"INTEREGR
496","Dept. Total","750","3.806","22.0","6.1","2.1","0.3","0.3",".",".",".",".","69.1",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","",""
"Freshmen","","121","3.730","28.9","8.3","5.0",".",".",".",".",".",".","57.9",".",".",".",".",".","."
"Sophomore","","631","3.810","34.5","4.8","1.4","0.2","0.3",".",".",".",".","58.5",".",".",".","0.3",".","."
"Junior","","232","3.846","62.5","1.3","0.4","0.4",".",".",".",".",".","34.1",".",".",".","0.9",".","."
"Senior","","25","3.921","88.0","12.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","1009","3.806","41.6","4.6","1.6","0.2","0.2",".",".",".",".","51.3",".",".",".","0.4",".","."
"Graduate","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","1011","3.806","41.7","4.5","1.6","0.2","0.2",".",".",".",".","51.2",".",".",".","0.4",".","."
