"L&S","","","","","","","","","","","","","","","","","","","","",""
"LITERATURE IN TRANSLATION","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","",""
"LITTRANS
551","Dept. Total","661","3.567","49.8","27.7","13.5","4.2","1.8","0.5","1.1","0.5","0.2",".","",".","",".","0.2","0.8",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"551
LITTRANS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","36","3.438","44.4","22.2","22.2","5.6","2.8",".","2.8",".",".",".","",".","",".",".",".",".","."
"Sophomore","","165","3.534","44.2","32.7","15.8","4.2","1.8","0.6","0.6",".",".",".","",".","",".",".",".",".","."
"Junior","","192","3.637","53.1","28.6","13.0","2.1","1.0","0.5","0.5",".","0.5",".","",".","",".","0.5",".",".","."
"Senior","","255","3.550","52.9","25.1","11.8","5.9","2.4","0.4","1.6",".",".",".","",".","",".",".",".",".","."
"Undergraduates","","648","3.565","50.3","27.9","13.7","4.3","1.9","0.5","1.1",".","0.2",".","",".","",".","0.2",".",".","."
"Special","","12","3.750","16.7","16.7",".",".",".",".",".","25.0",".",".","",".","",".",".","41.7",".","."
"Graduate","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","661","3.567","49.8","27.7","13.5","4.2","1.8","0.5","1.1","0.5","0.2",".","",".","",".","0.2","0.8",".","."
