"MICROBIOLOGY","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"192
MICROBIO","","","","","","","","","","","","","","","","","","",""
"General Microbiology","101
001","314","3.111","28.3","19.4","25.5","11.1","11.5","2.5","1.6",".",".",".",".",".",".",".",".","."
"","102
001","40","3.650","57.5","15.0","27.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","002
102","39","3.731","69.2","15.4","10.3","2.6","2.6",".",".",".",".",".",".",".",".",".",".","."
"","102
003","39","3.641","51.3","30.8","15.4",".","2.6",".",".",".",".",".",".",".",".",".",".","."
"","102
004","39","3.679","59.0","23.1","15.4",".","2.6",".",".",".",".",".",".",".",".",".",".","."
"General Microbiology Lab","Course Total","157","3.675","59.2","21.0","17.2","0.6","1.9",".",".",".",".",".",".",".",".",".",".","."
"","299
002","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
005","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
007","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
014","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
030","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
043","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
061","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
075","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
091","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
094","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","299
097","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Study","Course Total","19","3.919","89.5","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Biology of Microorganisms","303
001","261","3.153","25.7","17.6","31.8","13.8","10.0","1.1",".",".",".",".",".",".",".",".",".","."
"","304
001","37","3.365","37.8","18.9","32.4",".","10.8",".",".",".",".",".",".",".",".",".",".","."
"","304
002","33","3.394","36.4","18.2","36.4","6.1","3.0",".",".",".",".",".",".",".",".",".",".","."
"","304
003","33","3.136","24.2","15.2","36.4","12.1","12.1",".",".",".",".",".",".",".",".",".",".","."
"","304
004","36","3.444","41.7","19.4","27.8","8.3","2.8",".",".",".",".",".",".",".",".",".",".","."
"Biology of Microorganisms Lab","Course Total","139","3.338","35.3","18.0","33.1","6.5","7.2",".",".",".",".",".",".",".",".",".",".","."
"","305
001","12","3.917","91.7",".","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","305
002","12","3.625","83.3","8.3",".",".",".",".","8.3",".",".",".",".",".",".",".",".","."
"","003
305","15","3.867","86.7",".","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Critical Analyses-Microbiology","Course Total","39","3.808","87.2","2.6","7.7",".",".",".","2.6",".",".",".",".",".",".",".",".","."
"Host-Parasite Interactions","001
330","65","3.123","33.8","10.8","32.3","10.8","4.6","6.2","1.5",".",".",".",".",".",".",".",".","."
"","375
001","11","3.591","81.8","9.1",".",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","375
003","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Special Topics","Course Total","15","3.654","86.7","6.7",".",".",".",".","6.7",".",".",".",".",".",".",".",".","."
"Environmental Microbiology","425
001","10","2.750","10.0","30.0","10.0","20.0","20.0","10.0",".",".",".",".",".",".",".",".",".","."
"","450
001","29","3.379","51.7","3.4","31.0","3.4","6.9","3.4",".",".",".",".",".",".",".",".",".","."
"","002
450","27","3.389","40.7","14.8","33.3","3.7","7.4",".",".",".",".",".",".",".",".",".",".","."
"Divrsty, Ecol&Evolutn-Microrg","Course Total","56","3.384","46.4","8.9","32.1","3.6","7.1","1.8",".",".",".",".",".",".",".",".",".","."
"Micro Genetics & Mol Machines","001
470","67","2.985","25.4","19.4","23.9","10.4","13.4","4.5","3.0",".",".",".",".",".",".",".",".","."
"Soil Microbiology & Biochem","523
001","11","3.682","45.5","45.5","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Physiol of Microorganisms","526
002","51","3.070","37.3","19.6","13.7","2.0","17.6","2.0","5.9","2.0",".",".",".",".",".",".",".","."
"Topics in Biotechnology","545
001","19","3.842","94.7",".",".",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","551
001","30","3.717","70.0","10.0","13.3","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"","002
551","23","3.652","60.9","26.1","4.3",".","8.7",".",".",".",".",".",".",".",".",".",".","."
"","003
551","16","3.594","56.3","25.0","6.3","6.3","6.3",".",".",".",".",".",".",".",".",".",".","."
"","551
004","18","3.500","50.0","33.3",".","11.1",".","5.6",".",".",".",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","","Page 10 of 426"
