"","990
137","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
138","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
139","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","58","",".",".",".",".",".",".",".","81.0","",".",".","",".","19.0",".",".",".","."
"GENETICS
412","Dept. Total","885","3.322","48.5","10.3","17.5","4.5","8.0","2.9","1.1","5.4","",".",".","",".","1.2","0.5",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"412
GENETICS","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","14","3.714","64.3","14.3","21.4",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","66","3.333","53.0","3.0","27.3","3.0","10.6","3.0",".",".","",".",".","",".",".",".",".",".","."
"Junior","","173","3.001","39.3","8.1","23.1","5.2","16.2","4.6","3.5",".","",".",".","",".",".",".",".",".","."
"Senior","","423","3.347","53.2","11.3","17.0","5.9","7.8","3.8","0.9",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","676","3.264","49.9","9.8","19.7","5.3","10.1","3.8","1.5",".","",".",".","",".",".",".",".",".","."
"Special","","96","3.575","52.1","20.8","14.6","4.2","3.1",".",".","1.0","",".",".","",".",".","4.2",".",".","."
"Graduate","","108","3.807","36.1","4.6","6.5",".",".",".",".","42.6","",".",".","",".","10.2",".",".",".","."
"Prof Yr 1","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","5","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","885","3.322","48.5","10.3","17.5","4.5","8.0","2.9","1.1","5.4","",".",".","",".","1.2","0.5",".",".","."
