"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"ENGLISH AS A SECOND LANGU","Section","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","","","","","","","",""
"ESL
351","Dept. Total","898","3.624","30.0","15.0","5.8","2.0","0.7","",".","0.7","",".","",".","45.2","0.6","",".","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","","U","","CR","N","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"351
ESL","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","143","3.523","30.1","18.2","5.6","2.8","2.1","",".","1.4","",".","",".","38.5","0.7","",".","",".",".",".","."
"Sophomore","","362","3.687","41.4","17.1","6.1","2.2","0.6","",".","0.6","",".","",".","31.8","0.3","",".","",".",".",".","."
"Junior","","254","3.640","22.8","11.8","6.3","0.4","0.4","",".","0.4","",".","",".","56.7","1.2","",".","",".",".",".","."
"Senior","","71","3.447","25.4","23.9","8.5","7.0",".","",".","1.4","",".","",".","33.8",".","",".","",".",".",".","."
"Undergraduates","","830","3.624","32.4","16.3","6.3","2.2","0.7","",".","0.7","",".","",".","40.7","0.6","",".","",".",".",".","."
"Special","","16","",".",".",".",".",".","",".",".","",".","",".","100.0",".","",".","",".",".",".","."
"Graduate","","58","",".",".",".",".",".","",".",".","",".","",".","100.0",".","",".","",".",".",".","."
"Prof Yr 4","","6","",".",".",".",".",".","",".",".","",".","",".","100.0",".","",".","",".",".",".","."
"Professionals","","6","",".",".",".",".",".","",".",".","",".","",".","100.0",".","",".","",".",".",".","."
"","Dept. Total","910","3.624","29.6","14.8","5.7","2.0","0.7","",".","0.7","",".","",".","45.9","0.5","",".","",".",".",".","."
