"MUSIC","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"660
MUSIC","","","","","","","","","","","","","","","","","","",""
"Intro-Mus Cult of the World","103
001","109","3.645","60.6","20.2","2.8","2.8","1.8","2.8","0.9","8.3",".",".",".",".",".",".",".","."
"The Symphony","106
001","65","3.191","32.3","7.7","16.9","4.6","4.6","3.1","3.1","27.7",".",".",".",".",".",".",".","."
"","113
001","704","3.922","92.9","3.1","2.3","0.6","0.6","0.3","0.3",".",".",".",".",".",".",".",".","."
"","113
002","710","3.963","96.6","1.3","1.7","0.1",".",".","0.3",".",".",".",".",".",".",".",".","."
"","113
003","713","3.945","95.5","1.4","2.0","0.1","0.6","0.1","0.3",".",".",".",".",".",".",".",".","."
"Music in Performance","Course Total","2127","3.943","95.0","1.9","2.0","0.3","0.4","0.1","0.3",".",".",".",".",".",".",".",".","."
"","122
001","27","3.204","29.6","14.8","37.0","11.1","3.7","3.7",".",".",".",".",".",".",".",".",".","."
"","122
002","22","2.905","18.2","4.5","45.5","13.6","9.1",".","4.5",".",".",".",".",".",".","4.5",".","."
"Musica Practica 2","Course Total","49","3.073","24.5","10.2","40.8","12.2","6.1","2.0","2.0",".",".",".",".",".",".","2.0",".","."
"","151
001","35","3.657","65.7","17.1","8.6","5.7",".","2.9",".",".",".",".",".",".",".",".",".","."
"","002
151","45","3.534","46.7","33.3","13.3",".",".","2.2","2.2","2.2",".",".",".",".",".",".",".","."
"Basic Concepts-Music Theory","Course Total","80","3.589","55.0","26.3","11.3","2.5",".","2.5","1.3","1.3",".",".",".",".",".",".",".","."
"Basic Concepts of Music 2","152
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","172
101","13","3.077","23.1","15.4","30.8","15.4","15.4",".",".",".",".",".",".",".",".",".",".","."
"","172
102","14","3.143","14.3","28.6","28.6","28.6",".",".",".",".",".",".",".",".",".",".",".","."
"","172
103","11","3.318","36.4","9.1","36.4","18.2",".",".",".",".",".",".",".",".",".",".",".","."
"","104
172","11","2.900","18.2","18.2","27.3","18.2",".",".","9.1",".",".",".",".",".",".","9.1",".","."
"Musica Pract:Aural Skills 2","Course Total","49","3.115","22.4","18.4","30.6","20.4","4.1",".","2.0",".",".",".",".",".",".","2.0",".","."
"The Legendary Performers","206
001","187","3.300","24.6","18.7","25.1","10.7","3.7",".",".","17.1",".",".",".",".",".",".",".","."
"Survey-Hist Western Music","212
001","43","3.500","60.5","2.3","25.6",".","11.6",".",".",".",".",".",".",".",".",".",".","."
"Musica Practica 4","222
001","27","3.648","44.4","40.7","14.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Jazz Theory & Composition","229
001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Bascom Course","236
001","7","3.500","42.9",".","42.9",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"Intro. Conducting and Pedagogy","252
001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","022
254","7","3.714","57.1","28.6","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","254
028","8","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Conducting","Course Total","15","3.800","73.3","13.3","13.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"University Opera","256
001","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
041","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","262
050","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
096","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","098
262","7","3.786","71.4","14.3","14.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
101","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","262
196","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Jazz Ensemble","Course Total","46","3.967","95.7","2.2","2.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
001","25","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","264
002","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble: Wisconsin Singers","Course Total","36","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","265
019","3","***","","","","","","","","","",".",".",".",".",".",".","."
"","265
032","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ensemble-Woodwind","Course Total","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
020","17","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","267
035","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
