"ACCOUNTING AND INFO SYSTE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"232
ACCT I S","","","","","","","","","","","","","","","","","","",""
"","100
001","35","2.857","11.4","14.3","37.1","14.3","20.0","2.9",".",".",".",".",".",".",".",".",".","."
"","100
002","36","3.097","27.8","8.3","36.1","16.7","8.3","2.8",".",".",".",".",".",".",".",".",".","."
"","003
100","33","2.727","12.1","15.2","27.3","15.2","21.2","9.1",".",".",".",".",".",".",".",".",".","."
"","100
004","32","2.726","18.8","12.5","9.4","28.1","18.8","9.4",".",".",".",".",".",".",".",".","3.1","."
"","100
005","35","2.529","8.6","5.7","28.6","20.0","31.4",".","5.7",".",".",".",".",".",".",".",".","."
"","006
100","38","3.176","21.1","28.9","26.3","10.5","7.9","2.6",".",".",".",".",".",".",".",".","2.6","."
"","100
007","34","2.926","14.7","20.6","44.1",".","11.8","5.9","2.9",".",".",".",".",".",".",".",".","."
"Intro Financial Accounting","Course Total","243","2.869","16.5","15.2","30.0","14.8","16.9","4.5","1.2",".",".",".",".",".",".",".","0.8","."
"","211
001","29","3.172","34.5","13.8","27.6",".","24.1",".",".",".",".",".",".",".",".",".",".","."
"","002
211","29","3.017","20.7","13.8","37.9","3.4","24.1",".",".",".",".",".",".",".",".",".",".","."
"","003
211","30","2.833","10.0","16.7","43.3","3.3","20.0","6.7",".",".",".",".",".",".",".",".",".","."
"","211
004","31","2.823","3.2","22.6","35.5","12.9","25.8",".",".",".",".",".",".",".",".",".",".","."
"","211
006","27","3.130","18.5","18.5","48.1",".","14.8",".",".",".",".",".",".",".",".",".",".","."
"","211
008","27","3.130","22.2","18.5","37.0","7.4","14.8",".",".",".",".",".",".",".",".",".",".","."
"","211
010","30","2.933","30.0","10.0","16.7","3.3","40.0",".",".",".",".",".",".",".",".",".",".","."
"","211
012","29","2.759","6.9","24.1","27.6","10.3","27.6",".","3.4",".",".",".",".",".",".",".",".","."
"","211
013","30","2.917","20.0","10.0","36.7","6.7","23.3","3.3",".",".",".",".",".",".",".",".",".","."
"","014
211","30","3.050","23.3","16.7","23.3","20.0","16.7",".",".",".",".",".",".",".",".",".",".","."
"","211
015","27","3.250","29.6","33.3","3.7","14.8","14.8",".",".",".",".",".",".",".","3.7",".",".","."
"","016
211","30","3.267","33.3","16.7","33.3","3.3","13.3",".",".",".",".",".",".",".",".",".",".","."
"Intro Managerial Accounting","Course Total","349","3.019","20.9","17.8","30.9","7.2","21.8","0.9","0.3",".",".",".",".",".","0.3",".",".","."
"","300
001","137","3.246","27.7","27.7","24.8","10.9","5.8","0.7","1.5",".",".",".",".",".",".","0.7",".","."
"","300
002","41","3.427","17.1","53.7","26.8","2.4",".",".",".",".",".",".",".",".",".",".",".","."
"Accounting Principles","Course Total","178","3.288","25.3","33.7","25.3","9.0","4.5","0.6","1.1",".",".",".",".",".",".","0.6",".","."
"","301
001","42","3.083","9.5","26.2","38.1","23.8","2.4",".",".",".",".",".",".",".",".",".",".","."
"","002
301","43","3.372","20.9","41.9","27.9","9.3",".",".",".",".",".",".",".",".",".",".",".","."
"","301
003","36","3.194","19.4","27.8","36.1","11.1","2.8","2.8",".",".",".",".",".",".",".",".",".","."
"","301
004","38","3.211","26.3","23.7","23.7","18.4","7.9",".",".",".",".",".",".",".",".",".",".","."
"","301
005","37","3.203","24.3","18.9","40.5","10.8","2.7","2.7",".",".",".",".",".",".",".",".",".","."
"","301
006","37","3.378","29.7","29.7","27.0","13.5",".",".",".",".",".",".",".",".",".",".",".","."
"Financial Reporting I","Course Total","233","3.240","21.5","28.3","32.2","14.6","2.6","0.9",".",".",".",".",".",".",".",".",".","."
"","302
001","21","3.452","38.1","23.8","28.6","9.5",".",".",".",".",".",".",".",".",".",".",".","."
"","002
302","18","3.235","22.2","16.7","38.9","16.7",".",".",".","5.6",".",".",".",".",".",".",".","."
"","302
003","18","2.944","16.7","16.7","27.8","27.8","5.6","5.6",".",".",".",".",".",".",".",".",".","."
"Financial Reporting II","Course Total","57","3.223","26.3","19.3","31.6","17.5","1.8","1.8",".","1.8",".",".",".",".",".",".",".","."
"","310
001","22","3.250","18.2","27.3","45.5","4.5","4.5",".",".",".",".",".",".",".",".",".",".","."
"","310
002","25","3.340","32.0","20.0","36.0","8.0","4.0",".",".",".",".",".",".",".",".",".",".","."
"","003
310","12","3.292","33.3","25.0","33.3",".",".","8.3",".",".",".",".",".",".",".",".",".","."
"Cost Management Systems","Course Total","59","3.297","27.1","23.7","39.0","5.1","3.4","1.7",".",".",".",".",".",".",".",".",".","."
"Taxatn:Bus & Persnl Planng","329
001","42","3.107","31.0","14.3","16.7","31.0","2.4","4.8",".",".",".",".",".",".",".",".",".","."
"","406
001","23","3.217","30.4","8.7","47.8","8.7",".","4.3",".",".",".",".",".",".",".",".",".","."
"","002
406","14","3.107","21.4","14.3","42.9","7.1","14.3",".",".",".",".",".",".",".",".",".",".","."
"Advanced Financial Reporting","Course Total","37","3.176","27.0","10.8","45.9","8.1","5.4","2.7",".",".",".",".",".",".",".",".",".","."
"Acct Internshp & Prac Rsch","600
001","69","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
