"","","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","",""
"ENGLISH","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","","",""
"English Phonology","315
001","","11","3.500","45.5","18.2","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".","."
"Second Language Acquisition","318
001","","30","3.667","70.0","13.3","6.7","6.7",".","3.3",".",".",".",".",".",".",".",".",".","."
"Language, Race, and Identity","319
001","","39","3.295","33.3","23.1","33.3",".","5.1","5.1",".",".",".",".",".",".",".",".",".","."
"18th-Century Literature","334
001","","30","3.633","43.3","40.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics in Gender & Literature","350
001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Modernist Novel","351
001","","28","3.500","35.7","42.9","10.7","3.6",".","3.6",".","3.6",".",".",".",".",".",".",".","."
"Advanced Composition","400
001","","16","3.875","87.5",".","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Nonfiction","407
001","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
001","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","408
002","","13","3.885","92.3",".",".","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","408
003","","12","3.875","75.0","25.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Fiction","Course Total","","38","3.921","89.5","7.9",".","2.6",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Poetry","409
001","","15","3.533","66.7","20.0",".","6.7",".",".","6.7",".",".",".",".",".",".",".",".","."
"Creative Writing: Playwriting","410
001","","15","3.967","93.3","6.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","411
001","","9","3.875","66.7","22.2",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1"
"","411
002","","12","3.792","75.0","8.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Creative Writing: Workshop","Course Total","","21","3.825","71.4","14.3","9.5",".",".",".",".",".",".",".",".",".",".",".",".","4.8"
"Introduction to TESOL Methods","415
001","","11","3.818","72.7","18.2","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"","420
001","","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","420
002","","20","3.850","80.0","10.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-English Lang & Linguis","Course Total","","26","3.885","84.6","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Figure(s) in Lit before 1800","422
001","","21","3.762","90.5",".",".",".","4.8","4.8",".",".",".",".",".",".",".",".",".","."
"Early Works of Shakespeare","431
001","","30","3.750","60.0","30.0","10.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in 19th-Century Brit Lit","444
001","","19","3.132","36.8","26.3","10.5","10.5","5.3","5.3","5.3",".",".",".",".",".",".",".",".","."
"Figure in American Lit","455
001","","23","3.522","56.5","21.7","8.7","4.3","4.3","4.3",".",".",".",".",".",".",".",".",".","."
"Topic in 19th-Century Amer Lit","456
001","","20","3.500","40.0","25.0","30.0","5.0",".",".",".",".",".",".",".",".",".",".",".","."
"Topic in American Lit","457
001","","31","3.387","41.9","22.6","22.6","9.7",".",".","3.2",".",".",".",".",".",".",".",".","."
"English Syntax","514
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Techniques&Materials for TESOL","515
001","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"","533
001","","16","3.250","50.0","18.8","6.3",".",".",".","12.5","12.5",".",".",".",".",".",".",".","."
"","533
002","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Topic in Lit and Environment","Course Total","","20","3.389","55.0","20.0","5.0",".",".",".","10.0","10.0",".",".",".",".",".",".",".","."
"","545
001","","6","3.833","66.7","33.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","545
002","","22","3.614","40.9","50.0","4.5",".","4.5",".",".",".",".",".",".",".",".",".",".","."
"Fem Thry&Women Writng-","Course Total","","28","3.661","46.4","46.4","3.6",".","3.6",".",".",".",".",".",".",".",".",".",".","."
"TESOL: Pedagogical Grammar I","613
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL: Pedagogical Grammar II","614
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"TESOL:Teach Listening&Speaking","615
001","","15","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Sr Honors Thesis in Major","682
098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Thesis","692
105","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","695
001","","10","3.350","50.0","10.0","10.0","20.0","10.0",".",".",".",".",".",".",".",".",".",".","."
"","695
108","","13","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","","Page 222 of 426",""
