"","990
019","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
032","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
035","2","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","5","***","","","","","","","","","","","","","","","","","",""
"THEATRE
942","Dept. Total","631","3.585","64.3","15.1","7.9","4.9","2.9","1.1","1.7","1.3","",".",".","",".","0.2","0.5",".","0.2","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"942
THEATRE","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","49","3.141","46.9","8.2","12.2","14.3","8.2",".","6.1","2.0","",".",".","",".",".","2.0",".",".","."
"Sophomore","","118","3.503","62.7","14.4","9.3","4.2","3.4","1.7","3.4",".","",".",".","",".",".","0.8",".",".","."
"Junior","","162","3.603","67.3","14.8","8.0","4.9","1.9","1.9","1.2",".","",".",".","",".",".",".",".",".","."
"Senior","","266","3.651","66.2","17.3","7.1","4.1","2.6","0.8","0.8","0.8","",".",".","",".",".","0.4",".",".","."
"Undergraduates","","595","3.569","64.2","15.3","8.2","5.2","3.0","1.2","1.8","0.5","",".",".","",".",".","0.5",".",".","."
"Special","","7","3.750","57.1","14.3","14.3",".",".",".",".","14.3","",".",".","",".",".",".",".",".","."
"Graduate","","29","3.936","69.0","10.3",".",".",".",".",".","13.8","",".",".","",".","3.4",".",".","3.4","."
"","Dept. Total","631","3.585","64.3","15.1","7.9","4.9","2.9","1.1","1.7","1.3","",".",".","",".","0.2","0.5",".","0.2","."
