"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"ATMOSPHERIC & OCEANIC SCIE Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"640
ATM OCN","","","","","","","","","","","","","","","","","","",""
"100
Weather and Climate","001","267","3.064","29.2","17.2","12.7","24.7","11.6","2.6","0.7",".",".",".",".",".",".",".","1.1","."
"101
Weather and Climate","001","68","3.412","42.6","23.5","13.2","14.7","5.9",".",".",".",".",".",".",".",".",".",".","."
"105
Survey of Oceanography","001","67","3.597","53.7","25.4","13.4","4.5","1.5","1.5",".",".",".",".",".",".",".",".",".","."
"132
Earth Water:Nat Sci&Hum Use","001","55","3.700","63.6","25.5","7.3","1.8",".",".","1.8",".",".",".",".",".",".",".",".","."
"171
Global Chg: Atmospheric Iss","001","23","3.250","17.4","34.8","21.7","21.7",".",".",".",".",".",".",".",".","4.3",".",".","."
"311
Dynamic-Atmosphere&Ocean II","001","14","2.929","35.7","14.3",".","14.3","28.6","7.1",".",".",".",".",".",".",".",".",".","."
"340
Physics-Atmosphere&Ocean II","001","14","3.250","50.0","7.1","14.3",".","28.6",".",".",".",".",".",".",".",".",".",".","."
"404
Meteorological Measurements","001","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"405
AOS Senior Capstone Seminar","001","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"441
Radar & Satellite Meteorology","001","8","3.563","75.0","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".",".","."
"453
Syn Lab II-Mesoscale Meteor","001","9","3.389","44.4","22.2",".","33.3",".",".",".",".",".",".",".",".",".",".",".","."
"520
Bioclimatology","001","8","3.286","37.5","25.0","12.5",".",".","12.5",".","12.5",".",".",".",".",".",".",".","."
"611
Geophys Fluid Dynamics II","001","11","3.500","27.3","45.5","27.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"640
Radiatn in Atmosphere&Ocean","001","13","3.538","53.8","15.4","15.4","15.4",".",".",".",".",".",".",".",".",".",".",".","."
"691
Senior Thesis","038","1","***","","","","","","","","","",".",".",".",".",".",".","."
"692
Senior Thesis","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","005","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","016","1","***","","","","","","","","","",".",".",".",".",".",".","."
"699","034","3","***","","","","","","","","","",".",".",".",".",".",".","."
"699","035","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total","6","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"712
Gen Circulatn of Atmosphere","001","8","3.250","50.0","25.0","12.5",".",".",".","12.5",".",".",".",".",".",".",".",".","."
"718
Dynamics-Moist Convectv Sys","001","12","3.773","50.0","41.7",".",".",".",".",".",".",".",".",".",".","8.3",".",".","."
"911
Limnology & Marine Sci Seminar","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","005","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","009","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","011","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","016","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","017","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","025","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","026","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","029","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","030","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","034","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","036","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","037","9","",".",".",".",".",".",".",".","22.2",".",".",".","77.8",".",".",".","."
"990","041","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research","Course Total","36","",".",".",".",".",".",".",".","63.9","2.8",".",".","30.6","2.8",".",".","."
"999
Advanced Independent Study","036","2","***","","","","","","","","","",".",".",".",".",".",".","."
