"","991
004","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
009","5","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","991
010","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Linguistc&Germanic Philolgy","Course Total","13","",".",".",".",".",".",".",".","23.1","",".",".","",".","76.9",".",".",".","."
"GERMAN
424","Dept. Total","644","3.714","67.2","14.8","8.5","2.3","1.4","0.5","0.8","2.5","",".","0.3","",".","1.6","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"424
GERMAN","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","40","3.743","72.5","17.5","5.0","2.5",".",".","2.5",".","",".",".","",".",".",".",".",".","."
"Sophomore","","166","3.747","72.3","13.9","9.0","1.8","3.0",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","163","3.615","66.3","13.5","12.3","4.3","0.6","1.2","1.8",".","",".",".","",".",".",".",".",".","."
"Senior","","187","3.694","64.2","21.4","9.1","2.1","1.6","0.5","0.5","0.5","",".",".","",".",".",".",".",".","."
"Undergraduates","","556","3.690","67.8","16.5","9.7","2.7","1.6","0.5","0.9","0.2","",".",".","",".",".",".",".",".","."
"Special","","8","4.000","62.5",".",".",".",".",".",".","37.5","",".",".","",".",".",".",".",".","."
"Graduate","","76","3.961","63.2","2.6","1.3",".",".",".",".","15.8","",".","2.6","",".","13.2","1.3",".",".","."
"Prof Yr 2","","2","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","4","***","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","644","3.714","67.2","14.8","8.5","2.3","1.4","0.5","0.8","2.5","",".","0.3","",".","1.6","0.2",".",".","."
