"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","","","","",""
"","990
042","2","***","","","","","","","","","","","",".",".","",".",".","",".",".","."
"Research","Course Total","32","",".",".",".",".",".",".","",".","93.8","",".",".","",".","6.3","",".",".",".","."
"HORT
476","Dept. Total","245","3.400","46.1","13.9","15.5","4.1","3.7","1.6","",".","14.3","",".",".","",".","0.8","",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"476
HORT","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","8","3.350","37.5","25.0","25.0","12.5",".",".","",".",".","",".",".","",".",".","",".",".",".","."
"Junior","","49","3.179","42.9","18.4","18.4","6.1","8.2","6.1","",".",".","",".",".","",".",".","",".",".",".","."
"Senior","","98","3.392","49.0","17.3","23.5","5.1","4.1","1.0","",".",".","",".",".","",".",".","",".",".",".","."
"Undergraduates","","155","3.321","46.5","18.1","21.9","5.8","5.2","2.6","",".",".","",".",".","",".",".","",".",".",".","."
"Special","","8","3.167","12.5","12.5",".",".","12.5",".","",".","62.5","",".",".","",".",".","",".",".",".","."
"Graduate","","81","3.708","48.1","6.2","4.9","1.2",".",".","",".","37.0","",".",".","",".","2.5","",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".",".","",".",".",".","."
"","Dept. Total","245","3.400","46.1","13.9","15.5","4.1","3.7","1.6","",".","14.3","",".",".","",".","0.8","",".",".",".","."
