"ENGLISH","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"352
ENGL","","","","","","","","","","","","","","","","","","",""
"","100
001","19","3.816","73.7","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
003","18","3.944","94.4",".","5.6",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
005","19","4.000","94.7",".",".",".",".",".",".",".",".",".",".",".","5.3",".",".","."
"","100
006","18","3.722","44.4","55.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","19","3.806","68.4","21.1",".","5.3",".",".",".",".",".",".",".",".",".","5.3",".","."
"","100
008","19","3.658","63.2","15.8","15.8",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","009
100","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
010","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","011
100","19","3.711","57.9","31.6","5.3","5.3",".",".",".",".",".",".",".",".",".",".",".","."
"","100
012","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
013","19","3.789","78.9","10.5",".","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
015","19","3.500","42.1","36.8","15.8",".",".","5.3",".",".",".",".",".",".",".",".",".","."
"","100
016","18","3.972","94.4","5.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","18","3.583","50.0","27.8","16.7",".","5.6",".",".",".",".",".",".",".",".",".",".","."
"","100
018","19","3.737","47.4","52.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
019","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
020","19","3.737","63.2","31.6",".",".","5.3",".",".",".",".",".",".",".",".",".",".","."
"","021
100","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
022","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
023","19","3.737","57.9","31.6","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
024","19","3.816","73.7","15.8","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","025
100","19","3.737","73.7","10.5","5.3","10.5",".",".",".",".",".",".",".",".",".",".",".","."
"","026
100","19","3.895","84.2","10.5","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
027","18","3.806","72.2","22.2",".","5.6",".",".",".",".",".",".",".",".",".",".",".","."
"","100
028","19","3.895","78.9","21.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
029","18","3.778","94.4",".",".",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","100
030","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","031
100","19","3.789","63.2","31.6","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
032","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
033","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
034","19","3.763","63.2","26.3","10.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","035
100","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
036","19","3.694","47.4","36.8","10.5",".",".",".",".",".",".",".",".",".",".",".",".","5.3"
"","100
037","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
038","19","3.921","84.2","15.8",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","039
100","18","3.333","38.9","22.2","33.3",".",".",".","5.6",".",".",".",".",".",".",".",".","."
"","100
040","19","3.947","89.5","10.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
041","19","3.974","94.7","5.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
042","20","3.950","95.0",".","5.0",".",".",".",".",".",".",".",".",".",".",".",".","."
"","043
100","19","3.737","78.9","5.3","5.3","5.3","5.3",".",".",".",".",".",".",".",".",".",".","."
"","044
100","19","3.816","68.4","26.3","5.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
050","16","3.700","37.5","18.8",".","6.3",".",".",".",".",".",".",".",".","37.5",".",".","."
"Intro to College Composition","Course Total","808","3.829","75.6","16.8","4.5","1.1","0.5","0.1","0.2",".",".",".",".",".","0.9","0.1",".","0.1"
"Intro-Theatre & Dramatic Lit","120
001","156","3.496","34.0","42.9","14.1","7.1","1.3","0.6",".",".",".",".",".",".",".",".",".","."
