"HEC","","","","","","","","","","","","","","","","","","",""
"HUMAN DEVEL & FAMILY STUDI Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","",""
"HDFS
Dept. Total
230","1067","3.696","67.2","15.7","7.4","3.8","2.2","0.6","0.6","1.7","0.1",".","",".","0.1","0.6",".",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"230
HDFS","","","","","","","","","","","","","","","","","","",""
"Freshmen","14","3.524","42.9","35.7","14.3",".","7.1",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","123","3.415","47.2","20.3","15.4","8.9","5.7","1.6","0.8",".",".",".","",".",".",".",".",".","."
"Junior","316","3.748","68.4","18.4","7.9","3.2","1.6",".",".",".",".",".","",".",".","0.6",".",".","."
"Senior","559","3.716","72.1","14.1","5.9","3.6","2.0","0.7","0.9","0.4",".",".","",".",".","0.4",".",".","."
"Undergraduates","1012","3.686","67.5","16.5","7.8","4.1","2.4","0.6","0.6","0.2",".",".","",".",".","0.4",".",".","."
"Special","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","52","3.984","59.6","1.9",".",".",".",".",".","30.8","1.9",".","",".","1.9","3.8",".",".","."
"Dept. Total","1067","3.696","67.2","15.7","7.4","3.8","2.2","0.6","0.6","1.7","0.1",".","",".","0.1","0.6",".",".","."
