"Topics in LACIS","440
005
9","4.000","88.9",".",".",".",".",".",".",".",".",".",".",".",".",".","11.1","."
"","699
002
1","***","","","","","","","","","",".",".",".",".",".",".","."
"","699
003
1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Study","Course Total
2","***","","","","","","","","","","","","","","","",""
"LACIS
525","31
Dept. Total","3.602","64.5","16.1","9.7","3.2",".","3.2",".",".",".",".",".",".",".",".","3.2","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","",""
"525
LACIS","","","","","","","","","","","","","","","","","",""
"Sophomore","5","***","","","","","","","","","",".",".",".",".",".",".","."
"Junior","4","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior","16","3.477","68.8","6.3","18.8",".",".","6.3",".",".",".",".",".",".",".",".",".","."
"Undergraduates","25","3.519","60.0","20.0","12.0","4.0",".","4.0",".",".",".",".",".",".",".",".",".","."
"Special","2","***","","","","","","","","","",".",".",".",".",".","50.0","."
"Graduate","4","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total
31","3.602","64.5","16.1","9.7","3.2",".","3.2",".",".",".",".",".",".",".",".","3.2","."
