"ZOOLOGY","Section","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"970
ZOOLOGY","","","","","","","","","","","","","","","","","","","",""
"299","030","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","031","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"299","047","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"299","084","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Directed Studies in Zoology","Course Total","","18","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"300
Invertebrate Zoology","001","","29","3.552","44.8","20.7","34.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"301
Invertebrate Zoology Lab","001","","9","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"302
Introduction to Entomology","001","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"350
Parasitology","001","","49","2.827","22.4","6.1","30.6","4.1","32.7","4.1",".",".",".",".",".",".",".",".",".","."
"400","001","","22","3.250","36.4","9.1","36.4","4.5","13.6",".",".",".",".",".",".",".",".",".",".","."
"400","003","","34","3.221","20.6","23.5","38.2","14.7","2.9",".",".",".",".",".",".",".",".",".",".","."
"Topics in Biology","Course Total","","56","3.232","26.8","17.9","37.5","10.7","7.1",".",".",".",".",".",".",".",".",".",".","."
"410
Evolutionary Biology","001","","29","2.828","27.6","6.9","13.8","20.7","24.1","6.9",".",".",".",".",".",".",".",".",".","."
"425
Behavioral Ecology","001","","99","2.562","17.2","9.1","24.2","10.1","19.2","14.1","4.0","2.0",".",".",".",".",".",".",".","."
"460
General Ecology","001","","24","2.854","20.8","12.5","25.0","8.3","29.2","4.2",".",".",".",".",".",".",".",".",".","."
"470
Intro to Animal Development","001","","64","3.094","31.3","15.6","28.1","3.1","17.2","3.1","1.6",".",".",".",".",".",".",".",".","."
"473
Plant-Insect Interactions","001","","6","3.333","50.0",".","33.3",".","16.7",".",".",".",".",".",".",".",".",".",".","."
"500
Undergrad Neurobiology Seminar","001","","115","3.930","92.2","5.2","0.9",".","1.7",".",".",".",".",".",".",".",".",".",".","."
"504
Modeling Animal Landscapes","001","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"510
Ecology of Fishes","001","","52","3.067","17.3","17.3","42.3","11.5","9.6","1.9",".",".",".",".",".",".",".",".",".","."
"511","001","","15","3.533","40.0","33.3","20.0","6.7",".",".",".",".",".",".",".",".",".",".",".","."
"511","002","","11","3.773","63.6","27.3","9.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Ecology of Fishes Lab","Course Total","","26","3.635","50.0","30.8","15.4","3.8",".",".",".",".",".",".",".",".",".",".",".","."
"520
Ornithology","001","","42","3.243","28.6","26.2","11.9","11.9","4.8","4.8",".","11.9",".",".",".",".",".",".",".","."
"521","001","","11","3.650","63.6","9.1",".","18.2",".",".",".","9.1",".",".",".",".",".",".",".","."
"521","002","","9","3.167","33.3","11.1","22.2","22.2","11.1",".",".",".",".",".",".",".",".",".",".","."
"521","003","","15","3.367","26.7","60.0",".",".","6.7","6.7",".",".",".",".",".",".",".",".",".","."
"521","004","","16","3.409","37.5","12.5","6.3","6.3",".","6.3",".","31.3",".",".",".",".",".",".",".","."
"Birds of Southern Wisconsin","Course Total","","51","3.400","39.2","25.5","5.9","9.8","3.9","3.9",".","11.8",".",".",".",".",".",".",".","."
"604
Genes and Disorders Lab","001","","22","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"625
Development of Nervous Sys","001","","36","3.625","66.7","8.3","19.4",".","2.8","2.8",".",".",".",".",".",".",".",".",".","."
"672
Historical Ecology","001","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"681","055","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"681","071","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Senior Honors Thesis","Course Total","","2","***","","","","","","","","","","","","","","","",""
"682","031","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","064","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","067","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","101","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","102","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","103","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"682","104","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","","Page 337 of 426",""
