"TERM : 1184","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2017-2018","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","","","","","","","","","",""
"AGRONOMY","","Section
#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132","AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"132","AGRONOMY","232
Dept. Total","3.362","38.8","14.2","17.7","7.8","6.9","",".","",".","6.5","",".",".","",".","6.5","",".","0.4","1.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"132","AGRONOMY","","","","","","","","","","","","","","","","","","","","","","",""
"","Freshmen","5","***","","","","","","","","","","","","",".","",".",".","",".",".",".","."
