"L&S","","","","","","","","","","","","","","","","","","",""
"SPANISH (SPANISH AND PORTU Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"SPANISH
Dept. Total
912","1783","3.610","56.9","19.6","14.5","2.8","2.3","0.4","0.4","2.2","0.1",".","",".","0.3","0.1","0.2","0.1","0.2"
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"912
SPANISH","","","","","","","","","","","","","","","","","","",""
"Freshmen","125","3.446","45.6","20.8","24.0","4.0","4.0","0.8","0.8",".",".",".","",".",".",".",".",".","."
"Sophomore","585","3.619","54.7","24.3","16.1","2.9","1.4",".","0.3","0.2",".",".","",".",".",".","0.2",".","."
"Junior","439","3.546","56.0","17.5","17.5","4.1","3.0","0.9","0.5","0.2",".",".","",".",".",".",".",".","0.2"
"Senior","513","3.655","63.0","18.9","10.9","1.9","2.9","0.4","0.4","0.4",".",".","",".",".",".","0.4","0.4","0.4"
"Undergraduates","1662","3.596","56.9","20.6","15.5","3.0","2.5","0.4","0.4","0.2",".",".","",".",".",".","0.2","0.1","0.2"
"Special","12","3.706","50.0","33.3","8.3",".",".",".",".","8.3",".",".","",".",".",".",".",".","."
"Graduate","108","3.977","56.5","2.8",".",".",".",".",".","32.4","0.9",".","",".","5.6","1.9",".",".","."
"Prof Yr 3","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","1","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","1783","3.610","56.9","19.6","14.5","2.8","2.3","0.4","0.4","2.2","0.1",".","",".","0.3","0.1","0.2","0.1","0.2"
