"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"L&S","College Total","86205","3.336","43.2","19.2","16.6","6.8","6.2","1.8","1.0","2.9","0.0","1.1","0.0","0.4","0.5","0.1","0.2","0.0"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"L&S","","Grades","GPA","","","","","","","","","","","","","","","",""
"Freshmen","","6506","3.057","31.9","20.1","20.0","9.3","10.6","4.3","2.2","0.0",".","1.2","0.0",".","0.1","0.1","0.0","0.1"
"Sophomore","","21591","3.259","39.6","20.4","19.3","8.2","7.7","2.3","1.1","0.0",".","0.9","0.0",".","0.2","0.0","0.0","0.1"
"Junior","","20877","3.293","40.6","20.5","19.0","7.9","7.3","1.9","1.1","0.1","0.0","1.1","0.1","0.0","0.3","0.0","0.0","0.0"
"Senior","","24778","3.385","46.3","20.1","16.7","6.8","5.6","1.5","1.0","0.3","0.0","1.0","0.0","0.1","0.5","0.1","0.0","0.0"
"Undergraduates","","73752","3.289","41.5","20.3","18.4","7.8","7.1","2.1","1.1","0.1","0.0","1.0","0.0","0.0","0.4","0.1","0.0","0.0"
"Special","","2377","3.546","34.8","12.1","7.7","2.5","1.7","0.7","0.9","30.1","0.1","1.5",".",".","0.6","2.9","4.2","0.2"
"Graduate","","10078","3.810","58.1","12.3","4.9","0.8","0.3","0.0","0.1","16.5","0.1","1.9",".","3.3","1.1","0.1","0.5","."
"Prof Yr 1","","69","3.810","75.4","15.9","5.8","1.4",".",".",".","1.4",".",".",".",".",".",".",".","."
"Prof Yr 2","","65","3.918","92.3","4.6","3.1",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Yr 3","","99","3.937","76.8","4.0","4.0",".",".",".",".","1.0",".",".",".",".","14.1",".",".","."
"Prof Yr 4","","22","3.696","31.8","36.4","4.5",".",".",".",".",".",".","27.3",".",".",".",".",".","."
"Professionals","","255","3.879","76.5","10.2","4.3","0.4",".",".",".","0.8",".","2.4",".",".","5.5",".",".","."
"","College Total","86462","3.336","43.3","19.1","16.5","6.8","6.2","1.8","1.0","2.9","0.0","1.1","0.0","0.4","0.5","0.1","0.2","0.0"
