"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"","999
025","4","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Independent Reading & Rsch","Course Total","11","3.952","90.9","9.1",".",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"L I S
544","Dept. Total","932","3.769","73.5","17.5","5.4","1.5","0.5","0.3","0.8","0.4","",".",".","",".","",".","0.1",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"544
L I S","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.667","55.6","22.2","22.2",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","82","3.620","61.0","26.8","6.1","2.4",".","1.2","2.4",".","",".",".","",".","",".",".",".",".","."
"Junior","","123","3.703","66.7","21.1","8.9","1.6",".",".","1.6",".","",".",".","",".","",".",".",".",".","."
"Senior","","149","3.625","61.1","20.1","12.1","2.7","0.7","1.3","1.3",".","",".",".","",".","",".","0.7",".",".","."
"Undergraduates","","363","3.651","62.8","22.0","9.9","2.2","0.3","0.8","1.7",".","",".",".","",".","",".","0.3",".",".","."
"Special","","31","3.661","54.8","35.5","3.2",".","6.5",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","538","3.866","81.8","13.4","2.4","1.1","0.4",".","0.2","0.7","",".",".","",".","",".",".",".",".","."
"","Dept. Total","932","3.769","73.5","17.5","5.4","1.5","0.5","0.3","0.8","0.4","",".",".","",".","",".","0.1",".",".","."
