"BUS","","","","","","","","","","","","","","","","","","","","",""
"OPERATIONS & TECHNOLOGY M Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","",""
"OTM
Dept. Total
238","844","3.352","32.6","31.9","21.8","5.3","7.1","0.5","0.2","0.4","",".",".","",".","",".","0.1","0.1",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"238
OTM","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","74","2.703","4.1","14.9","39.2","12.2","25.7","2.7","1.4",".","",".",".","",".","",".",".",".",".","."
"Junior","171","3.073","19.3","22.8","29.8","12.9","14.0","0.6","0.6",".","",".",".","",".","",".",".",".",".","."
"Senior","217","3.345","27.6","35.5","23.5","4.6","7.8","0.5",".",".","",".",".","",".","",".",".","0.5",".","."
"Undergraduates","462","3.141","20.8","27.5","28.4","8.9","13.0","0.9","0.4",".","",".",".","",".","",".",".","0.2",".","."
"Special","11","3.091","9.1","27.3","36.4","27.3",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","370","3.680","48.1","37.6","13.0","0.3",".",".",".","0.8","",".",".","",".","",".","0.3",".",".","."
"Prof Yr 4","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Dept. Total","844","3.352","32.6","31.9","21.8","5.3","7.1","0.5","0.2","0.4","",".",".","",".","",".","0.1","0.1",".","."
