"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"990","085","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","089","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","093","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","097","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","098","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","109","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","117","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","121","","8","",".",".",".",".",".",".",".","12.5",".",".",".","87.5",".",".",".","."
"990","129","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"990","137","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","141","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","145","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","149","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","153","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","157","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","161","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"990","165","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","169","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","173","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","177","","4","***","","","","","","","","","",".",".",".",".",".",".","."
"990","185","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"990","189","","6","",".",".",".",".",".",".",".","100.0",".",".",".",".",".",".",".","."
"990","193","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","124","",".",".",".",".",".",".",".","66.9","0.8",".",".","32.3",".",".",".","."
