"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1969","3.780","56.2","18.3","4.9","1.2","0.2","0.2","0.2","2.4","",".","16.0","0.1","0.2","0.1",".",".","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","5","***","","","","","","","","","","",".",".",".",".",".",".","."
"Sophomore","","39","3.758","74.4","12.8","7.7","2.6",".",".","2.6",".","",".",".",".",".",".",".",".","."
"Junior","","243","3.786","48.1","18.1","2.9","0.8",".",".",".",".","",".","29.6",".",".",".",".",".","0.4"
"Senior","","1379","3.753","53.4","20.7","5.9","1.5","0.3","0.1","0.2","0.1","",".","17.7","0.1",".",".",".",".","."
"Undergraduates","","1666","3.757","53.2","20.2","5.5","1.4","0.2","0.1","0.2","0.1","",".","19.0","0.1",".",".",".",".","0.1"
"Special","","17","3.706","70.6","17.6","11.8",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Graduate","","276","3.923","72.1","8.0","1.1",".",".","0.4",".","16.7","",".",".",".","1.4","0.4",".",".","."
"Prof Yr 3","","2","***","","","","","","","","","","",".",".",".",".",".",".","."
"Prof Yr 4","","8","3.864","87.5",".","12.5",".",".",".",".",".","",".",".",".",".",".",".",".","."
"Professionals","","10","3.893","90.0",".","10.0",".",".",".",".",".","",".",".",".",".",".",".",".","."
"","College Total","1969","3.780","56.2","18.3","4.9","1.2","0.2","0.2","0.2","2.4","",".","16.0","0.1","0.2","0.1",".",".","0.1"
