"COMMUNICATION ARTS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"250
COM ARTS","","","","","","","","","","","","","","","","","","",""
"","100
001","11","3.409","36.4","36.4","9.1","9.1","9.1",".",".",".",".",".",".",".",".",".",".","."
"","100
002","13","3.269","15.4","46.2","23.1","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","100
003","13","3.615","30.8","61.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
004","13","3.615","30.8","61.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
005","13","3.231","15.4","53.8","15.4","7.7",".","7.7",".",".",".",".",".",".",".",".",".","."
"","100
006","12","3.708","58.3","25.0","16.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
007","10","2.500","10.0","10.0","10.0","30.0","30.0","10.0",".",".",".",".",".",".",".",".",".","."
"","100
008","13","3.769","53.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
009","11","3.273","27.3","18.2","45.5",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","100
010","12","3.417","41.7","25.0","16.7","8.3","8.3",".",".",".",".",".",".",".",".",".",".","."
"","011
100","11","3.182","36.4","27.3","18.2","9.1",".",".","9.1",".",".",".",".",".",".",".",".","."
"","013
100","13","3.308","7.7","46.2","46.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
014","11","3.273","18.2","36.4","36.4",".","9.1",".",".",".",".",".",".",".",".",".",".","."
"","100
015","13","3.692","38.5","61.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
016","13","3.577","38.5","46.2","7.7","7.7",".",".",".",".",".",".",".",".",".",".",".","."
"","100
017","13","3.615","30.8","61.5","7.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","018
100","7","2.929","28.6","28.6","14.3","14.3",".",".","14.3",".",".",".",".",".",".",".",".","."
"","019
100","12","3.375","8.3","75.0","8.3",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","100
020","13","2.962","7.7","53.8","23.1",".",".","7.7","7.7",".",".",".",".",".",".",".",".","."
"","100
021","13","3.615","61.5","23.1",".","7.7","7.7",".",".",".",".",".",".",".",".",".",".","."
"","100
022","11","3.455","63.6","18.2","9.1",".",".",".","9.1",".",".",".",".",".",".",".",".","."
"","100
025","13","3.769","53.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
026","13","3.692","53.8","30.8","15.4",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
027","13","3.500","53.8","38.5",".",".",".",".","7.7",".",".",".",".",".",".",".",".","."
"","100
028","13","3.885","76.9","23.1",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
029","10","3.750","50.0","50.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
030","13","3.769","53.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
031","12","3.792","58.3","41.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
032","13","3.654","61.5","7.7","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
033","13","3.538","38.5","30.8","30.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"","100
034","13","3.192","15.4","30.8","30.8","23.1",".",".",".",".",".",".",".",".",".",".",".","."
"","100
035","13","3.769","53.8","46.2",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","036
100","13","3.231","15.4","15.4","69.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro to Speech Composition","Course Total","403","3.480","38.0","39.0","15.1","3.5","2.5","0.7","1.2",".",".",".",".",".",".",".",".","."
"","001
105","16","3.594","25.0","68.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
002","19","3.658","31.6","68.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
003","21","3.905","81.0","19.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
004","20","3.850","70.0","30.0",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","105
005","19","3.842","68.4","31.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","006
105","16","3.656","37.5","56.3","6.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"Public Speaking","Course Total","111","3.761","54.1","44.1","1.8",".",".",".",".",".",".",".",".",".",".",".",".","."
"Intro-Digital Media Production","155
001","146","3.769","64.4","28.1","4.1","1.4","1.4",".",".","0.7",".",".",".",".",".",".",".","."
"Intro to Digital Communication","200
001","120","3.458","30.0","51.7","8.3","2.5","5.0","0.8","0.8","0.8",".",".",".",".",".",".",".","."
"Survey of Contemporary Media","250
001","220","3.160","10.5","40.0","34.5","8.2","4.1","0.5","1.8",".",".",".",".",".",".",".","0.5","."
"","260
001","147","3.446","38.1","36.7","13.6","6.1","3.4","0.7","1.4",".",".",".",".",".",".",".",".","."
"June 20, 2018","","","","","","","","","","","","","","","","","","Page 195 of 426",""
