"","990
006","1","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
016","5","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","7","",".",".",".",".",".","",".",".","85.7","",".",".","",".","14.3",".",".",".","."
"Independent Work","999
013","2","***","","","","","","","","","","","",".",".","",".",".",".",".","."
"HIST SCI
456","Dept. Total","334","3.657","45.8","27.5","4.5","3.0","0.9","",".","0.9","7.8","",".",".","",".","0.3","0.6",".","8.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"456
HIST SCI","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","32","3.594","37.5","46.9","12.5","3.1",".","",".",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","92","3.587","43.5","43.5","6.5","4.3","1.1","",".","1.1",".","",".",".","",".",".",".",".",".","."
"Junior","","57","3.725","61.4","29.8","1.8","5.3","1.8","",".",".",".","",".",".","",".",".",".",".",".","."
"Senior","","78","3.698","64.1","25.6","5.1","2.6","1.3","",".","1.3",".","",".",".","",".",".",".",".",".","."
"Undergraduates","","259","3.651","52.9","35.5","5.8","3.9","1.2","",".","0.8",".","",".",".","",".",".",".",".",".","."
"Special","","50","2.667","4.0",".",".",".",".","",".","2.0","36.0","",".",".","",".",".",".",".","58.0","."
"Graduate","","24","4.000","54.2",".",".",".",".","",".",".","33.3","",".",".","",".","4.2","8.3",".",".","."
"Prof Yr 1","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","","",".","",".",".",".",".",".","."
"","Dept. Total","334","3.657","45.8","27.5","4.5","3.0","0.9","",".","0.9","7.8","",".",".","",".","0.3","0.6",".","8.7","."
