"","990
094","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
097","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
098","1","***","","","","","","","","","","","","",".",".","",".",".",".",".","."
"Research","Course Total","68","",".",".",".",".",".","",".","",".","52.9","",".",".","",".","33.8",".",".","13.2","."
"MED PHYS
621","Dept. Total","236","3.590","39.0","15.3","10.6","1.7","0.8","",".","",".","17.8","",".",".","",".","9.7","1.3",".","3.8","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"621
MED PHYS","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Junior","","8","3.467","37.5","25.0","37.5",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","32","3.618","53.1","12.5","18.8","9.4",".","",".","",".",".","",".",".","",".",".","6.3",".",".","."
"Undergraduates","","41","3.601","51.2","14.6","22.0","7.3",".","",".","",".",".","",".",".","",".",".","4.9",".",".","."
"Special","","1","***","","","","","","","","","","","","",".","",".",".",".",".",".","."
"Graduate","","194","3.587","36.6","15.5","8.2","0.5","1.0","",".","",".","21.1","",".",".","",".","11.9","0.5",".","4.6","."
"","Dept. Total","236","3.590","39.0","15.3","10.6","1.7","0.8","",".","",".","17.8","",".",".","",".","9.7","1.3",".","3.8","."
