"TERM : 1184","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2017-2018","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","","","","",""
"DANCE","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"DANCE
741","Dept. Total","1139","3.769","77.9","10.9","5.4","1.5","1.9","0.2","0.4","1.1","",".",".","",".","",".","0.5","0.2",".","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"741
DANCE","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","113","3.837","79.6","13.3","4.4","0.9","1.8",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","227","3.863","84.1","9.3","4.4","0.4","1.3",".",".",".","",".",".","",".","",".","0.4",".",".","."
"Junior","","216","3.760","80.1","9.3","5.1","3.2","1.9","0.5",".",".","",".",".","",".","",".",".",".",".","."
"Senior","","543","3.699","75.0","11.4","6.4","1.3","2.4","0.2","0.7","1.7","",".",".","",".","",".","0.9",".",".","."
"Undergraduates","","1099","3.767","78.3","10.7","5.6","1.5","2.0","0.2","0.4","0.8","",".",".","",".","",".","0.5",".",".","."
"Special","","17","3.844","64.7","11.8",".",".",".",".",".","5.9","",".",".","",".","",".",".","11.8",".","5.9"
"Graduate","","23","3.839","65.2","17.4","4.3","4.3",".",".",".","8.7","",".",".","",".","",".",".",".",".","."
"Prof Yr 2","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","1140","3.769","77.9","10.9","5.4","1.5","1.9","0.2","0.4","1.1","",".",".","",".","",".","0.5","0.2",".","0.1"
