"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","",""
"EDU","","","","","","","","","","","","","","","","","","",""
"OCCUPATIONAL THER (DEPT-KI Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"695
OCC THER","","","","","","","","","","","","","","","","","","",""
"Orientation to Occ Ther","100
001","29","3.948","89.7","10.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","517
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","517
002","3","***","","","","","","","","","",".",".",".",".",".",".","."
"Digital Health","Course Total","4","***","","","","","","","","","","","","","","","",""
"Prof Skills II: Communctn-OT","611
001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Prof Skills IV: Commun OT Prac","613
001","24","3.917","83.3","16.7",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Assess Occupationl Participatn","621
001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Infant&Chld Occs&Ther Intrvntn","622
001","26","3.942","88.5","11.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Mid&Late Adlt Occs&Thr Intervn","624
001","24","3.708","45.8","50.0","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"Level-I Fldwk:Infants&Children","625
001","26","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Level-I Fldwk: Mid&Late Adult","627
001","24","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Level II Fieldwork A","662
001","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Sci Inquiry OT II:Rsch Design","672
001","26","3.865","73.1","26.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Sci Inquiry-OT IV: Sci Writing","674
001","24","3.938","87.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Current Trends OT Practice","812
001","7","3.857","71.4","28.6",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","881
001","7","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","881
003","3","***","","","","","","","","","",".",".",".",".",".",".","."
"OTD Capstone","Course Total","10","3.786","40.0","30.0",".",".",".",".",".",".",".",".",".","30.0",".",".",".","."
"Inter-Prof Devel Leadership","890
001","4","***","","","","","","","","","",".",".",".",".",".",".","."
"OCC THER
695","Dept. Total","281","3.902","82.9","13.5","0.7",".",".",".",".",".",".","1.8",".","1.1",".",".",".","."
