"TERM : 1184","","","","Percentage Distribution of Grades","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2017-2018","","","","","","","","","","","","","","","","","","",""
"","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","",""
"E ASIAN LANGUAGES & LITERATSection","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","",""
"E ASIAN
Dept. Total
295","764","3.665","61.0","19.6","8.1","2.4","1.3","0.8","0.5","3.8","0.1","0.1","",".","0.8","1.3","0.1",".","."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","Grades","GPA","","","","","","","","","","","","","","","","",""
"295
E ASIAN","","","","","","","","","","","","","","","","","","",""
"Freshmen","34","3.490","47.1","29.4","8.8","11.8","2.9",".",".",".",".",".","",".",".",".",".",".","."
"Sophomore","150","3.674","61.3","24.0","10.0","2.0",".","0.7","0.7","1.3",".",".","",".",".",".",".",".","."
"Junior","219","3.693","65.3","21.0","8.2","2.3","1.4","0.5","0.5","0.5",".",".","",".",".","0.5",".",".","."
"Senior","251","3.627","62.2","20.3","9.2","2.4","1.6","1.6","0.8","0.8",".",".","",".",".","1.2",".",".","."
"Undergraduates","654","3.652","62.2","21.9","9.0","2.8","1.2","0.9","0.6","0.8",".",".","",".",".","0.6",".",".","."
"Special","26","3.411","26.9","15.4","7.7",".","7.7",".",".","34.6","3.8",".","",".",".","3.8",".",".","."
"Graduate","81","3.928","60.5","3.7","1.2",".",".",".",".","18.5",".","1.2","",".","7.4","6.2","1.2",".","."
"Prof Yr 3","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","3","***","","","","","","","","","",".","",".",".",".",".",".","."
"Dept. Total","764","3.665","61.0","19.6","8.1","2.4","1.3","0.8","0.5","3.8","0.1","0.1","",".","0.8","1.3","0.1",".","."
