"Section","","#","","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","",""
"999","005","","19","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","009","","7","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","011","","7","4.000","85.7",".",".",".",".",".",".",".",".",".",".",".","14.3",".",".","."
"999","012","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","013","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","014","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","015","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","017","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","018","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","020","","12","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","024","","16","3.983","93.8","6.3",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","031","","10","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","032","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","050","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","061","","3","***","","","","","","","","","",".",".",".",".",".",".","."
"999","068","","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","077","","15","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","078","","8","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"999","082","","5","***","","","","","","","","","",".",".",".",".",".",".","."
"999","089","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","096","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","097","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Course Total","","181","3.995","97.8","1.1",".",".",".",".",".",".",".",".",".",".","0.6",".","0.6","."
