"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"PHM","","","","","","","","","","","","","","","","","","","","",""
"PHM","College Total","4026","3.613","51.3","20.4","12.5","5.6","2.2","0.0","0.1","2.5","0.0","5.3","",".","",".","0.0",".","0.0","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","","I","NW","NR","Other"
"PHM","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.917","88.9","11.1",".",".",".",".",".",".",".",".","",".","",".",".",".",".","."
"Sophomore","","41","3.794","75.6","14.6","7.3",".","2.4",".",".",".",".",".","",".","",".",".",".",".","."
"Junior","","27","3.721","77.8","14.8","3.7",".","3.7",".",".",".",".",".","",".","",".",".",".",".","."
"Senior","","97","3.881","91.8","3.1","2.1",".","2.1",".",".",".",".",".","",".","",".","1.0",".",".","."
"Undergraduates","","174","3.838","85.6","8.0","3.4",".","2.3",".",".",".",".",".","",".","",".","0.6",".",".","."
"Special","","1","***","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","203","3.875","37.4","0.5","1.5","1.0","0.5",".",".","31.5",".","27.1","",".","",".",".",".","0.5","."
"Prof Yr 1","","1086","3.504","43.6","19.7","15.6","5.7","1.5","0.1",".",".",".","13.8","",".","",".",".",".",".","."
"Prof Yr 2","","1212","3.372","38.8","26.8","17.7","10.1","3.9",".","0.3","2.2","0.1",".","",".","",".",".",".",".","."
"Prof Yr 3","","990","3.636","59.5","23.6","9.8","3.4","2.0",".",".","0.8",".","0.8","",".","",".",".",".",".","."
"Prof Yr 4","","360","3.903","85.8","9.7","3.6","0.8",".",".",".",".",".",".","",".","",".",".",".",".","."
"Professionals","","3648","3.601","50.5","22.1","13.5","6.1","2.3","0.0","0.1","1.0","0.0","4.3","",".","",".",".",".",".","."
"","College Total","4026","3.613","51.3","20.4","12.5","5.6","2.2","0.0","0.1","2.5","0.0","5.3","",".","",".","0.0",".","0.0","."
