"","990
067","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
070","2","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"","990
102","1","***","","","","","","","","","","","","","",".",".","",".","",".",".",".","."
"Research","Course Total","15","4.000","93.3",".",".",".","",".","",".","",".","6.7","",".",".","",".","",".",".",".",".","."
"OBS&GYN
436","Dept. Total","115","3.665","55.7","13.9","15.7","0.9","",".","",".","",".","13.0","",".",".","",".","",".","0.9",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"436
OBS&GYN","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Junior","","5","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Senior","","7","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Undergraduates","","14","4.000","100.0",".",".",".","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Special","","3","***","","","","","","","","","","","","","",".","",".","",".",".",".",".","."
"Graduate","","42","4.000","71.4",".",".",".","",".","",".","",".","28.6","",".",".","",".","",".",".",".",".","."
"Prof Yr 3","","50","3.505","38.0","24.0","36.0",".","",".","",".","",".",".","",".",".","",".","",".","2.0",".",".","."
"Prof Yr 4","","7","3.500","28.6","57.1",".","14.3","",".","",".","",".",".","",".",".","",".","",".",".",".",".","."
"Professionals","","57","3.505","36.8","28.1","31.6","1.8","",".","",".","",".",".","",".",".","",".","",".","1.8",".",".","."
"","Dept. Total","116","3.665","56.0","13.8","15.5","0.9","",".","",".","",".","12.9","",".",".","",".","",".","0.9",".",".","."
