"Hesiod","511
001","","11","3.800","63.6","18.2","9.1",".","","",".","",".","",".","9.1",".",".",".","",".","",".","",".",".","."
"","890
021","","2","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","890
022","","1","***","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Individual Research Thesis","Course Total","","3","***","","","","","","","","","","","","","","","","","","","","","","",""
"GREEK
428","Dept. Total","","43","3.798","67.4","14.0","9.3","",".","",".","",".","",".","7.0","2.3",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","",""
"428
GREEK","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Junior","","","5","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Senior","","","10","3.879","70.0","20.0",".","",".","",".","",".","",".","10.0",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","16","3.663","56.3","18.8","18.8","",".","",".","",".","",".","6.3",".",".","",".","",".","",".",".",".","."
"Special","","","1","***","","","","","","","","","","","","","",".","",".","",".","",".",".",".","."
"Graduate","","","26","3.891","73.1","11.5","3.8","",".","",".","",".","",".","7.7","3.8",".","",".","",".","",".",".",".","."
"","Dept. Total","","43","3.798","67.4","14.0","9.3","",".","",".","",".","",".","7.0","2.3",".","",".","",".","",".",".",".","."
