"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","","","",""
"L&S","","","","","","","","","","","","","","","","","","","","","","","",""
"HISTORY","Section","#","Ave","A","AB","B","","BC","C","","D","","F","","S","U","","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","",""
"448
HISTORY","","","","","","","","","","","","","","","","","","","","","","","",""
"999","060","5","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","066","3","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","076","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","077","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","078","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","080","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","082","2","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"999","097","1","***","","","","","","","","","","","","","","",".",".",".",".",".",".","."
"Independent Work","Course Total","34","3.958","61.8","5.9","",".",".","",".","",".","",".","17.6","",".",".",".",".","2.9",".","11.8","."
