"","999
084","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
089","1","***","","","","","","","","","",".",".","",".",".",".",".","."
"","999
094","3","***","","","","","","","","","",".",".","",".",".",".",".","."
"Reading & Research","Course Total","21","4.000","52.4",".",".",".",".",".",".","33.3",".",".","",".","9.5",".",".","4.8","."
"SOC
900","Dept. Total","2479","3.474","45.0","21.1","14.4","7.3","3.2","1.2","0.5","5.2","0.0","0.0","",".","0.3","1.1","0.2","0.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","",""
"900
SOC","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","182","3.213","36.3","19.2","17.0","13.2","8.2","3.8","1.1",".",".",".","",".",".","0.5","0.5",".","."
"Sophomore","","843","3.455","42.0","26.2","17.6","9.3","3.2","1.2","0.4",".",".",".","",".",".","0.2",".",".","."
"Junior","","533","3.495","47.1","23.6","15.2","7.1","4.1","0.2","0.9",".",".",".","",".",".","1.5","0.2",".","."
"Senior","","541","3.471","48.6","20.7","15.7","7.0","2.8","2.0","0.6",".",".","0.2","",".","0.2","2.0","0.2",".","."
"Undergraduates","","2099","3.448","44.5","23.5","16.4","8.5","3.8","1.4","0.6",".",".","0.0","",".","0.0","1.0","0.1",".","."
"Special","","30","3.680","43.3","10.0","6.7",".","3.3",".",".","26.7","3.3",".","",".",".",".","3.3","3.3","."
"Graduate","","350","3.839","48.3","7.1","2.6","0.9",".",".",".","34.6",".",".","",".","1.7","1.7","0.3","2.9","."
"","Dept. Total","2479","3.474","45.0","21.1","14.4","7.3","3.2","1.2","0.5","5.2","0.0","0.0","",".","0.3","1.1","0.2","0.4","."
