"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUSIC-PERFORMANCE","Section","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"MUS PERF
664","Dept. Total","452","3.929","85.8","7.3","2.7","0.2","",".","",".","0.2","",".","",".",".","",".","",".","2.4","0.7","0.7","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","","D","","F","S","","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","",""
"664
MUS PERF","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","16","3.839","75.0","18.8","6.3",".","",".","",".",".","",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","81","3.890","80.2","13.6","3.7",".","",".","",".",".","",".","",".",".","",".","",".","1.2","1.2",".","."
"Junior","","96","3.858","80.2","6.3","7.3","1.0","",".","",".","1.0","",".","",".",".","",".","",".","2.1","2.1",".","."
"Senior","","128","3.981","94.5","3.9",".",".","",".","",".",".","",".","",".",".","",".","",".","0.8",".","0.8","."
"Undergraduates","","321","3.914","85.7","7.8","3.4","0.3","",".","",".","0.3","",".","",".",".","",".","",".","1.2","0.9","0.3","."
"Special","","7","3.864","57.1","28.6",".",".","",".","",".",".","",".","",".",".","",".","",".",".",".","14.3","."
"Graduate","","124","3.965","87.9","4.8","0.8",".","",".","",".",".","",".","",".",".","",".","",".","5.6",".","0.8","."
"","Dept. Total","452","3.929","85.8","7.3","2.7","0.2","",".","",".","0.2","",".","",".",".","",".","",".","2.4","0.7","0.7","."
