"","990
022","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
029","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
035","3","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Research and Thesis","Course Total","19","",".",".",".",".",".",".",".","73.7","",".",".","",".","26.3",".",".",".","."
"ART HIST
180","Dept. Total","689","3.591","34.8","15.2","7.7","1.9","0.9","0.9","0.4","33.7","",".",".","",".","0.9","2.5","0.3","0.9","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"180
ART HIST","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","17","3.418","41.2","23.5","23.5",".",".","5.9",".",".","",".",".","",".",".",".","5.9",".","."
"Sophomore","","76","3.556","44.7","28.9","18.4","2.6","1.3","1.3",".",".","",".",".","",".",".","2.6",".",".","."
"Junior","","83","3.452","49.4","27.7","10.8","4.8","2.4","1.2","3.6",".","",".",".","",".",".",".",".",".","."
"Senior","","163","3.536","45.4","28.2","14.1","3.7","1.8","1.8",".","1.2","",".",".","",".","0.6","3.1",".",".","."
"Undergraduates","","339","3.513","46.0","28.0","14.7","3.5","1.8","1.8","0.9","0.6","",".",".","",".","0.3","2.1","0.3",".","."
"Special","","231","3.444","1.3","1.3","0.9","0.4",".",".",".","93.5","",".",".","",".",".",".","0.4","2.2","."
"Graduate","","119","3.947","68.1","5.9","0.8",".",".",".",".","11.8","",".",".","",".","4.2","8.4",".","0.8","."
"","Dept. Total","689","3.591","34.8","15.2","7.7","1.9","0.9","0.9","0.4","33.7","",".",".","",".","0.9","2.5","0.3","0.9","."
