"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"MED","","","","","","","","","","","","","","","","","","","",""
"MED","College Total","6983","3.534","46.1","16.6","10.7","2.5","2.3","0.7","0.4","10.6","0.0","6.4","",".","1.3","0.6","0.0","1.7","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","","P","I","NW","NR","Other"
"MED","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","27","3.128","18.5","29.6","33.3","7.4","7.4","3.7",".",".",".",".","",".",".",".",".",".","."
"Sophomore","","310","3.164","38.1","24.5","21.3","5.5","4.5","3.2","1.9",".",".",".","",".",".","0.6",".","0.3","."
"Junior","","723","3.268","43.4","20.9","20.5","5.1","5.9","2.1","1.2",".",".",".","",".",".","0.3",".","0.4","0.1"
"Senior","","1491","3.462","58.5","16.4","12.5","4.7","4.8","1.5","0.6","0.1",".","0.2","",".",".","0.5",".","0.3","."
"Undergraduates","","2551","3.366","51.3","18.8","16.0","4.9","5.1","1.9","0.9","0.1",".","0.1","",".",".","0.4",".","0.3","0.0"
"Special","","149","3.674","36.9","7.4","4.0","3.4","0.7","0.7",".","6.0",".",".","",".",".","1.3",".","39.6","."
"Graduate","","1327","3.698","41.6","10.6","5.0","1.1","0.6",".","0.1","29.2","0.1","2.9","",".","6.6","0.5","0.1","1.7","."
"Prof Yr 1","","1219","3.563","32.8","18.9","8.3","2.0","1.1",".",".","16.8",".","17.6","",".",".","0.2",".","1.7","0.5"
"Prof Yr 2","","446","3.810","53.1","13.9","4.5","0.2","0.9",".",".","2.0",".","21.3","",".",".","2.5",".","1.6","."
"Prof Yr 3","","497","3.603","41.9","19.7","17.7","0.4","0.2",".",".","1.6",".","16.5","",".","0.4","0.6",".","0.8","."
"Prof Yr 4","","833","3.798","60.0","16.3","6.5","0.4","0.1",".",".","13.9",".","1.3","",".","0.4","1.0",".",".","0.1"
"Professionals","","2995","3.691","44.9","17.6","8.8","1.0","0.7",".",".","11.3",".","13.5","",".","0.2","0.8",".","1.1","0.2"
"","College Total","7022","3.534","46.4","16.5","10.6","2.5","2.3","0.7","0.4","10.5","0.0","6.3","",".","1.3","0.6","0.0","1.7","0.1"
